AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images,score,userCue,personal_details,cue,associations,candidates,num_associations,annotation_index
3LWJHTCVCD8XYKVDMLNMIWAV6EAFQP,A14GKRTUEHBLBZ,3OCZWXS7ZOTSJ6OHY2XFQEOWPULL5N,Approved,2022-05-09 02:04:01+03:00,38,"[""pet.jpg"", ""limo.jpg""]",67,fun,"{""ages"": 33, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}",fun,"[""pet"", ""limo""]","[""pet"", ""floss"", ""shave"", ""limo"", ""child"", ""typewriter""]",2,19
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,15,"[""mustache.jpg"", ""cat.jpg"", ""waistband.jpg""]",50,hair,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",hair,"[""mustache"", ""cat"", ""waistband""]","[""mustache"", ""cat"", ""diary"", ""waistband"", ""nebula""]",3,20
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,0,"[""troll.jpg"", ""costume.jpg""]",67,costume,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",costume,"[""troll"", ""costume""]","[""troll"", ""costume"", ""pumpkin"", ""candy"", ""pigeon""]",2,21
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,3,"[""water.jpg"", ""submarine.jpg"", ""sink.jpg""]",50,splash,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",splash,"[""water"", ""submarine"", ""sink""]","[""air"", ""water"", ""iris"", ""submarine"", ""sink""]",3,22
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,9,"[""magician.jpg"", ""fat.jpg"", ""laboratory.jpg""]",50,hair,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",hair,"[""magician"", ""fat"", ""laboratory""]","[""magician"", ""fat"", ""button"", ""laboratory"", ""tummy""]",3,23
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,29,"[""dirty.jpg"", ""quarter.jpg"", ""arachnid.jpg""]",50,organism,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",organism,"[""dirty"", ""quarter"", ""arachnid""]","[""dirty"", ""ink"", ""quarter"", ""ram"", ""dirt"", ""arachnid""]",3,24
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,31,"[""line.jpg"", ""march.jpg"", ""list.jpg""]",0,line,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",line,"[""line"", ""march"", ""list""]","[""line"", ""parade"", ""guacamole"", ""opera"", ""march"", ""list""]",3,25
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,32,"[""church.jpg"", ""bible.jpg""]",0,church,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",church,"[""church"", ""bible""]","[""steakhouse"", ""church"", ""toaster"", ""waterfall"", ""bullseye"", ""bible""]",2,26
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,27,"[""garden.jpg"", ""green.jpg"", ""olive.jpg""]",0,agriculture,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",agriculture,"[""garden"", ""green"", ""olive""]","[""letter"", ""garden"", ""green"", ""olive"", ""bush"", ""group""]",3,27
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,38,"[""pet.jpg"", ""shave.jpg"", ""child.jpg""]",50,animals,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",animals,"[""pet"", ""shave"", ""child""]","[""pet"", ""floss"", ""shave"", ""limo"", ""child"", ""typewriter""]",3,28
3L4PIM1GQU23ACR84Q4AC7RG8ASRYN,A2V3P1XE33NYC3,3VGZ74AYTG2XWZJV2LN7RSPYLULGCK,Approved,2022-05-08 00:17:21+03:00,17,"[""toothbrush.jpg"", ""phone.jpg""]",67,tool,"{""ages"": 51, ""gender"": ""male"", ""education"": ""Master"", ""speaker"": ""Native""}",tool,"[""toothbrush"", ""phone""]","[""toothbrush"", ""landscape"", ""book"", ""lobe"", ""phone""]",2,29
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,15,"[""diary.jpg"", ""waistband.jpg""]",67,closed,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",closed,"[""diary"", ""waistband""]","[""mustache"", ""cat"", ""diary"", ""waistband"", ""nebula""]",2,30
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,0,"[""pumpkin.jpg"", ""candy.jpg"", ""pigeon.jpg""]",80,edible,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",edible,"[""pumpkin"", ""candy"", ""pigeon""]","[""troll"", ""costume"", ""pumpkin"", ""candy"", ""pigeon""]",3,31
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,3,"[""air.jpg"", ""water.jpg"", ""submarine.jpg""]",50,active,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",active,"[""air"", ""water"", ""submarine""]","[""air"", ""water"", ""iris"", ""submarine"", ""sink""]",3,32
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,9,"[""fat.jpg"", ""laboratory.jpg"", ""tummy.jpg""]",50,examine,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",examine,"[""fat"", ""laboratory"", ""tummy""]","[""magician"", ""fat"", ""button"", ""laboratory"", ""tummy""]",3,33
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,17,"[""landscape.jpg"", ""book.jpg""]",100,float,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",float,"[""landscape"", ""book""]","[""toothbrush"", ""landscape"", ""book"", ""lobe"", ""phone""]",2,34
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,29,"[""quarter.jpg"", ""arachnid.jpg""]",67,vision,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",vision,"[""quarter"", ""arachnid""]","[""dirty"", ""ink"", ""quarter"", ""ram"", ""dirt"", ""arachnid""]",2,35
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,31,"[""parade.jpg"", ""opera.jpg"", ""march.jpg""]",50,group,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",group,"[""parade"", ""opera"", ""march""]","[""line"", ""parade"", ""guacamole"", ""opera"", ""march"", ""list""]",3,36
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,32,"[""steakhouse.jpg"", ""toaster.jpg""]",0,hungry,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",hungry,"[""steakhouse"", ""toaster""]","[""steakhouse"", ""church"", ""toaster"", ""waterfall"", ""bullseye"", ""bible""]",2,37
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,27,"[""garden.jpg"", ""olive.jpg""]",67,organic,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",organic,"[""garden"", ""olive""]","[""letter"", ""garden"", ""green"", ""olive"", ""bush"", ""group""]",2,38
3GGAI1SQEWKZATDB3QQ4TH5NZAECM1,AZLZA0Q87TJZO,3FCO4VKOZ4ZT04S859P8B3C873FE78,Approved,2022-05-10 18:05:51+03:00,38,"[""floss.jpg"", ""shave.jpg""]",0,hygienic,"{""ages"": 43, ""gender"": ""female"", ""education"": ""HighSchool"", ""speaker"": ""Native""}",hygienic,"[""floss"", ""shave""]","[""pet"", ""floss"", ""shave"", ""limo"", ""child"", ""typewriter""]",2,39
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,15,"[""diary.jpg"", ""waistband.jpg""]",67,bind,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",bind,"[""diary"", ""waistband""]","[""mustache"", ""cat"", ""diary"", ""waistband"", ""nebula""]",2,40
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,0,"[""troll.jpg"", ""costume.jpg"", ""candy.jpg""]",80,belly,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",belly,"[""troll"", ""costume"", ""candy""]","[""troll"", ""costume"", ""pumpkin"", ""candy"", ""pigeon""]",3,41
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,3,"[""air.jpg"", ""submarine.jpg""]",100,unseen,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",unseen,"[""air"", ""submarine""]","[""air"", ""water"", ""iris"", ""submarine"", ""sink""]",2,42
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,9,"[""magician.jpg"", ""laboratory.jpg""]",67,pick,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",pick,"[""magician"", ""laboratory""]","[""magician"", ""fat"", ""button"", ""laboratory"", ""tummy""]",2,43
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,17,"[""toothbrush.jpg"", ""book.jpg"", ""phone.jpg""]",50,clean,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",clean,"[""toothbrush"", ""book"", ""phone""]","[""toothbrush"", ""landscape"", ""book"", ""lobe"", ""phone""]",3,44
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,29,"[""dirty.jpg"", ""dirt.jpg""]",67,bury,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",bury,"[""dirty"", ""dirt""]","[""dirty"", ""ink"", ""quarter"", ""ram"", ""dirt"", ""arachnid""]",2,45
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,31,"[""line.jpg"", ""march.jpg"", ""list.jpg""]",0,order,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",order,"[""line"", ""march"", ""list""]","[""line"", ""parade"", ""guacamole"", ""opera"", ""march"", ""list""]",3,46
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,32,"[""church.jpg"", ""toaster.jpg""]",67,cheers,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",cheers,"[""church"", ""toaster""]","[""steakhouse"", ""church"", ""toaster"", ""waterfall"", ""bullseye"", ""bible""]",2,47
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,27,"[""garden.jpg"", ""green.jpg"", ""bush.jpg""]",50,shrub,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",shrub,"[""garden"", ""green"", ""bush""]","[""letter"", ""garden"", ""green"", ""olive"", ""bush"", ""group""]",3,48
3W2LOLRXLC18Q72R0B3J3ZC5AVPKRR,A2UAHW3Q7S45JP,36818Z1KV3Z898A9NSKW23A1HMV3AX,Approved,2022-05-08 02:54:32+03:00,38,"[""floss.jpg"", ""shave.jpg"", ""typewriter.jpg""]",80,analog,"{""ages"": 35, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",analog,"[""floss"", ""shave"", ""typewriter""]","[""pet"", ""floss"", ""shave"", ""limo"", ""child"", ""typewriter""]",3,49
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,15,"[""mustache.jpg"", ""cat.jpg"", ""nebula.jpg""]",0,animal,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",animal,"[""mustache"", ""cat"", ""nebula""]","[""mustache"", ""cat"", ""diary"", ""waistband"", ""nebula""]",3,50
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,0,"[""costume.jpg"", ""pumpkin.jpg"", ""candy.jpg""]",50,october,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",october,"[""costume"", ""pumpkin"", ""candy""]","[""troll"", ""costume"", ""pumpkin"", ""candy"", ""pigeon""]",3,51
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,3,"[""air.jpg"", ""water.jpg"", ""submarine.jpg""]",50,element,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",element,"[""air"", ""water"", ""submarine""]","[""air"", ""water"", ""iris"", ""submarine"", ""sink""]",3,52
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,9,"[""magician.jpg"", ""button.jpg"", ""tummy.jpg""]",50,one,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",one,"[""magician"", ""button"", ""tummy""]","[""magician"", ""fat"", ""button"", ""laboratory"", ""tummy""]",3,53
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,17,"[""landscape.jpg"", ""phone.jpg""]",67,gallery,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",gallery,"[""landscape"", ""phone""]","[""toothbrush"", ""landscape"", ""book"", ""lobe"", ""phone""]",2,54
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,29,"[""ink.jpg"", ""arachnid.jpg""]",67,appendage,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",appendage,"[""ink"", ""arachnid""]","[""dirty"", ""ink"", ""quarter"", ""ram"", ""dirt"", ""arachnid""]",2,55
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,31,"[""parade.jpg"", ""opera.jpg"", ""list.jpg""]",80,crease,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",crease,"[""parade"", ""opera"", ""list""]","[""line"", ""parade"", ""guacamole"", ""opera"", ""march"", ""list""]",3,56
3G5W44VEU84H1HTDK0974VYY9D9KG9,A3135Y3RMFC3PK,3NCN4N1H1G3KWM8BBP476SSD4L7NBS,Submitted,2022-05-11 22:45:34+03:00,32,"[""church.jpg"", ""bullseye.jpg""]",67,goal,"{""ages"": 54, ""gender"": ""female"", ""education"": ""Bachelor"", ""speaker"": ""Native""}",goal,"[""church"", ""bullseye""]","[""steakhouse"", ""church"", ""toaster"", ""waterfall"", ""bullseye"", ""bible""]",2,57
