,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates
10,3ERET4BTVNV2M7656U3XCECB7OB9KI,A1HKYY6XI2OHO1,30IRMPJWDZ564N4XA9YHEFGDSRIKR4,Submitted,2022-05-25 07:19:59+03:00,random_10_12_candidates_1109,"['choir.jpg', 'kneel.jpg']","['target.jpg', 'bomb.jpg']",100,100,pray,gotcha,"['perfume.jpg', 'ipad.jpg', 'strangle.jpg', 'nun.jpg', 'marker.jpg', 'calf.jpg', 'crow.jpg', 'choir.jpg', 'target.jpg', 'kneel.jpg', 'hot tub.jpg', 'bomb.jpg']"
11,3MD9PLUKKJ0I049L75PCHUV8GN5NZJ,A382S0KJMW3K9S,30IRMPJWDZ564N4XA9YHEFGDSRIKR4,Submitted,2022-05-25 13:17:01+03:00,random_10_12_candidates_1109,"['choir.jpg', 'kneel.jpg']","['calf.jpg', 'kneel.jpg', 'hot tub.jpg']",100,80,male,grass,"['perfume.jpg', 'ipad.jpg', 'strangle.jpg', 'nun.jpg', 'marker.jpg', 'calf.jpg', 'crow.jpg', 'choir.jpg', 'target.jpg', 'kneel.jpg', 'hot tub.jpg', 'bomb.jpg']"
12,3L2IS5HSFB41E5FB1IQ402GTE4OUNX,A1HKYY6XI2OHO1,32LAQ1JNT9BXNYM18C7EKHQTI3DUTO,Submitted,2022-05-25 07:06:46+03:00,random_10_12_candidates_235,"['diarrhea.jpg', 'air force.jpg']","['diarrhea.jpg', 'porridge.jpg']",100,100,squished,runny,"['diarrhea.jpg', 'pirate.jpg', 'slide.jpg', 'juice.jpg', 'dot.jpg', 'porridge.jpg', 'quarter.jpg', 'stage.jpg', 'air force.jpg', 'bike.jpg']"
13,30BXRYBRP5JMWDI5TKASD64UD91HWN,A382S0KJMW3K9S,32LAQ1JNT9BXNYM18C7EKHQTI3DUTO,Submitted,2022-05-25 14:38:31+03:00,random_10_12_candidates_235,"['diarrhea.jpg', 'porridge.jpg']","['juice.jpg', 'porridge.jpg']",67,0,diarrhea,breakfast,"['diarrhea.jpg', 'pirate.jpg', 'slide.jpg', 'juice.jpg', 'dot.jpg', 'porridge.jpg', 'quarter.jpg', 'stage.jpg', 'air force.jpg', 'bike.jpg']"
14,3Z4GS9HPNWWAD9BS83G4UDGJ6LI777,A3RTW9UWYKSNWX,32LAQ1JNT9BXNYM18C7EKHQTI3DUTO,Submitted,2022-05-26 11:27:17+03:00,random_10_12_candidates_235,"['diarrhea.jpg', 'porridge.jpg']","['air force.jpg', 'bike.jpg']",100,67,lumpy,pedal,"['diarrhea.jpg', 'pirate.jpg', 'slide.jpg', 'juice.jpg', 'dot.jpg', 'porridge.jpg', 'quarter.jpg', 'stage.jpg', 'air force.jpg', 'bike.jpg']"
15,3ZSY5X72NYXRGYN6Y3VCAGTEWESOR2,A382S0KJMW3K9S,3NOEP8XAU4ORCANPW09HZEO0NI9PX6,Submitted,2022-05-25 00:46:52+03:00,random_10_12_candidates_724,"['shower.jpg', 'country.jpg', 'hot tub.jpg']","['arms.jpg', 'prison.jpg', 'armor.jpg']",80,50,water,arm,"['bacteria.jpg', 'arms.jpg', 'shower.jpg', 'wax.jpg', 'country.jpg', 'bouquet.jpg', 'stairs.jpg', 'prison.jpg', 'armor.jpg', 'bench.jpg', 'hot tub.jpg', 'chowder.jpg']"
16,3Y5140Z9DY2W8ZWONGEILOXDJNFPIQ,A16184N1RO5OJV,3NOEP8XAU4ORCANPW09HZEO0NI9PX6,Submitted,2022-05-25 02:26:37+03:00,random_10_12_candidates_724,"['shower.jpg', 'stairs.jpg', 'hot tub.jpg']","['bench.jpg', 'hot tub.jpg']",0,0,home,outdoor,"['bacteria.jpg', 'arms.jpg', 'shower.jpg', 'wax.jpg', 'country.jpg', 'bouquet.jpg', 'stairs.jpg', 'prison.jpg', 'armor.jpg', 'bench.jpg', 'hot tub.jpg', 'chowder.jpg']"
17,3Y9N9SS8LZX8TZBFX4G0HOEZMMOD39,A1HKYY6XI2OHO1,3NOEP8XAU4ORCANPW09HZEO0NI9PX6,Submitted,2022-05-25 04:47:08+03:00,random_10_12_candidates_724,"['country.jpg', 'armor.jpg']","['stairs.jpg', 'bench.jpg']",67,67,chivalry,stained,"['bacteria.jpg', 'arms.jpg', 'shower.jpg', 'wax.jpg', 'country.jpg', 'bouquet.jpg', 'stairs.jpg', 'prison.jpg', 'armor.jpg', 'bench.jpg', 'hot tub.jpg', 'chowder.jpg']"
18,3PPTZCWALR6331MDNXHTLOQDKW4ZQP,A382S0KJMW3K9S,3IH9TRB0FBLR5NFSCCYQV8JNWPZI1V,Submitted,2022-05-25 02:50:58+03:00,random_10_12_candidates_14,"['gondola.jpg', 'tsunami.jpg']","['gondola.jpg', 'tsunami.jpg']",67,67,water,ocean,"['lava.jpg', 'ipad.jpg', 'porridge.jpg', 'gondola.jpg', 'microscope.jpg', 'climb.jpg', 'artery.jpg', 'couch.jpg', 'tsunami.jpg', 'feed.jpg', 'ski.jpg', 'stroke.jpg']"
19,33TIN5LC05WX6CVMA94OLMRM4269YW,A1HKYY6XI2OHO1,3IH9TRB0FBLR5NFSCCYQV8JNWPZI1V,Submitted,2022-05-25 05:15:22+03:00,random_10_12_candidates_14,"['gondola.jpg', 'ski.jpg']","['tsunami.jpg', 'ski.jpg']",100,67,steer,bank,"['lava.jpg', 'ipad.jpg', 'porridge.jpg', 'gondola.jpg', 'microscope.jpg', 'climb.jpg', 'artery.jpg', 'couch.jpg', 'tsunami.jpg', 'feed.jpg', 'ski.jpg', 'stroke.jpg']"
20,3BGYGHDBBY6W57HGWFIE2VI3KN122T,A3RTW9UWYKSNWX,3IH9TRB0FBLR5NFSCCYQV8JNWPZI1V,Submitted,2022-05-26 05:49:43+03:00,random_10_12_candidates_14,"['climb.jpg', 'artery.jpg']","['gondola.jpg', 'couch.jpg']",67,100,hold,relax,"['lava.jpg', 'ipad.jpg', 'porridge.jpg', 'gondola.jpg', 'microscope.jpg', 'climb.jpg', 'artery.jpg', 'couch.jpg', 'tsunami.jpg', 'feed.jpg', 'ski.jpg', 'stroke.jpg']"
21,34YB12FSQZACR5TG5CMNJ8Q2Z59GMQ,A382S0KJMW3K9S,3B9J25CZ25Z0M4SMXLHOG6819KSCS7,Submitted,2022-05-25 01:50:28+03:00,random_10_12_candidates_1651,"['duck.jpg', 'calf.jpg']","['duck.jpg', 'calf.jpg']",67,67,animal,creature,"['eucalyptus.jpg', 'microscope.jpg', 'duck.jpg', 'clothing.jpg', 'calf.jpg', 'trash.jpg', 'campfire.jpg', 'tusk.jpg', 'running.jpg', 'seed.jpg']"
22,3HYA4D452S5G61TSKAXLMECSSLUF21,A16184N1RO5OJV,3B9J25CZ25Z0M4SMXLHOG6819KSCS7,Submitted,2022-05-25 02:12:22+03:00,random_10_12_candidates_1651,"['microscope.jpg', 'seed.jpg']","['clothing.jpg', 'running.jpg']",67,67,science,shorts,"['eucalyptus.jpg', 'microscope.jpg', 'duck.jpg', 'clothing.jpg', 'calf.jpg', 'trash.jpg', 'campfire.jpg', 'tusk.jpg', 'running.jpg', 'seed.jpg']"
23,337RC3OW06OB3K1QUVKUJWENMFNLVY,A1HKYY6XI2OHO1,3B9J25CZ25Z0M4SMXLHOG6819KSCS7,Submitted,2022-05-25 05:41:36+03:00,random_10_12_candidates_1651,"['calf.jpg', 'tusk.jpg']","['microscope.jpg', 'seed.jpg']",67,67,awkward,science,"['eucalyptus.jpg', 'microscope.jpg', 'duck.jpg', 'clothing.jpg', 'calf.jpg', 'trash.jpg', 'campfire.jpg', 'tusk.jpg', 'running.jpg', 'seed.jpg']"
24,3VHP9MDGRO6T4JLUH3MRYRLE4CVCFV,A2QX3YJXAAHHVV,36QZ6V1589ZW8Y9MJC2OACU7GKZUSZ,Submitted,2022-05-25 00:17:22+03:00,random_10_12_candidates_1677,"['biscuit.jpg', 'seafood.jpg']","['biscuit.jpg', 'laboratory.jpg', 'seafood.jpg']",100,50,South,Mama,"['itunes.jpg', 'sweater.jpg', 'mop.jpg', 'biscuit.jpg', 'poker.jpg', 'sphinx.jpg', 'witness.jpg', 'laboratory.jpg', 'seafood.jpg', 'dad.jpg']"
25,358010RM5FF63EIF8ENIUQ9ATONXVM,A382S0KJMW3K9S,36QZ6V1589ZW8Y9MJC2OACU7GKZUSZ,Submitted,2022-05-25 03:10:19+03:00,random_10_12_candidates_1677,"['witness.jpg', 'laboratory.jpg', 'dad.jpg']","['witness.jpg', 'laboratory.jpg', 'dad.jpg']",50,80,human,male,"['itunes.jpg', 'sweater.jpg', 'mop.jpg', 'biscuit.jpg', 'poker.jpg', 'sphinx.jpg', 'witness.jpg', 'laboratory.jpg', 'seafood.jpg', 'dad.jpg']"
26,3HMVI3QICKEFH7SR6WPV6G937RU1YU,A1HKYY6XI2OHO1,36QZ6V1589ZW8Y9MJC2OACU7GKZUSZ,Submitted,2022-05-25 07:03:31+03:00,random_10_12_candidates_1677,"['biscuit.jpg', 'seafood.jpg']","['itunes.jpg', 'poker.jpg']",67,67,restaurant,play,"['itunes.jpg', 'sweater.jpg', 'mop.jpg', 'biscuit.jpg', 'poker.jpg', 'sphinx.jpg', 'witness.jpg', 'laboratory.jpg', 'seafood.jpg', 'dad.jpg']"
27,31T4R4OBOT2GPQ6OZKOFAZ8X6OWC7B,A1HKYY6XI2OHO1,3BDORL6HKKZOLPS9IWHJQW35NI9CRJ,Submitted,2022-05-25 04:14:29+03:00,random_10_12_candidates_1222,"['magazine.jpg', 'dictionary.jpg']","['railroad.jpg', 'picture.jpg']",100,67,defined,sepia,"['snack.jpg', 'magazine.jpg', 'railroad.jpg', 'scale.jpg', 'grease.jpg', 'outdoors.jpg', 'log.jpg', 'phlegm.jpg', 'dictionary.jpg', 'picture.jpg']"
28,3VZLGYJEYMWNCYNP9BCLFWM6I7BXZL,A3RTW9UWYKSNWX,3BDORL6HKKZOLPS9IWHJQW35NI9CRJ,Submitted,2022-05-26 11:39:36+03:00,random_10_12_candidates_1222,"['snack.jpg', 'log.jpg']","['snack.jpg', 'scale.jpg']",0,0,bundle,diet,"['snack.jpg', 'magazine.jpg', 'railroad.jpg', 'scale.jpg', 'grease.jpg', 'outdoors.jpg', 'log.jpg', 'phlegm.jpg', 'dictionary.jpg', 'picture.jpg']"
29,392CY0QWG2DAJ6A5PWMUIQMITZJ4IV,A382S0KJMW3K9S,3BDORL6HKKZOLPS9IWHJQW35NI9CRJ,Submitted,2022-05-26 13:51:31+03:00,random_10_12_candidates_1222,"['magazine.jpg', 'grease.jpg', 'outdoors.jpg']","['magazine.jpg', 'grease.jpg', 'outdoors.jpg']",80,50,male,clothes,"['snack.jpg', 'magazine.jpg', 'railroad.jpg', 'scale.jpg', 'grease.jpg', 'outdoors.jpg', 'log.jpg', 'phlegm.jpg', 'dictionary.jpg', 'picture.jpg']"
30,3D8YOU6S9F6T7K9J214NYRU7ID66U3,A16184N1RO5OJV,3ZUE82NE0ANP6WXNAP1K7LT3U3DF8L,Submitted,2022-05-25 01:20:44+03:00,random_10_12_candidates_424,"['leaf.jpg', 'punch.jpg']","['whiskers.jpg', 'gel.jpg', 'tear.jpg']",67,50,fresh,hair,"['leaf.jpg', 'valve.jpg', 'money.jpg', 'punch.jpg', 'whiskers.jpg', 'radio.jpg', 'sap.jpg', 'gel.jpg', 'diarrhea.jpg', 'tear.jpg']"
31,3G0WWMR1UW69MC8UK96ZQ1J4AI2QN5,A1HKYY6XI2OHO1,3ZUE82NE0ANP6WXNAP1K7LT3U3DF8L,Submitted,2022-05-25 04:25:43+03:00,random_10_12_candidates_424,"['diarrhea.jpg', 'tear.jpg']","['leaf.jpg', 'diarrhea.jpg']",67,67,painful,ruffage,"['leaf.jpg', 'valve.jpg', 'money.jpg', 'punch.jpg', 'whiskers.jpg', 'radio.jpg', 'sap.jpg', 'gel.jpg', 'diarrhea.jpg', 'tear.jpg']"
32,33FOTY3KEN72E4RMA4769PHK4A91CX,A3RTW9UWYKSNWX,3ZUE82NE0ANP6WXNAP1K7LT3U3DF8L,Submitted,2022-05-26 11:26:17+03:00,random_10_12_candidates_424,"['valve.jpg', 'diarrhea.jpg']","['leaf.jpg', 'punch.jpg']",67,0,toilet,mojito,"['leaf.jpg', 'valve.jpg', 'money.jpg', 'punch.jpg', 'whiskers.jpg', 'radio.jpg', 'sap.jpg', 'gel.jpg', 'diarrhea.jpg', 'tear.jpg']"
33,37WLF8U1WQCF4O478N0LS4L9HNDK6S,A1HKYY6XI2OHO1,36U4VBVNQOZK7J994N2JK2PBUIGURB,Submitted,2022-05-25 08:54:36+03:00,random_10_12_candidates_888,"['adult.jpg', 'squash.jpg']","['aquarium.jpg', 'sand.jpg']",100,67,dirty,sharks,"['adult.jpg', 'check.jpg', 'laugh.jpg', 'badge.jpg', 'chief.jpg', 'standing.jpg', 'aquarium.jpg', 'handshake.jpg', 'squash.jpg', 'sand.jpg', 'ebay.jpg', 'bell.jpg']"
34,3X1FV8S5JYDVHSNPJ4NE649FR4FGVE,A16184N1RO5OJV,36U4VBVNQOZK7J994N2JK2PBUIGURB,Submitted,2022-05-26 01:29:48+03:00,random_10_12_candidates_888,"['adult.jpg', 'badge.jpg', 'standing.jpg']","['adult.jpg', 'badge.jpg']",100,100,adult,warning,"['adult.jpg', 'check.jpg', 'laugh.jpg', 'badge.jpg', 'chief.jpg', 'standing.jpg', 'aquarium.jpg', 'handshake.jpg', 'squash.jpg', 'sand.jpg', 'ebay.jpg', 'bell.jpg']"
35,3R3YRB5GRGPUUMLMSELZEWWTF3LAU1,A3RTW9UWYKSNWX,36U4VBVNQOZK7J994N2JK2PBUIGURB,Submitted,2022-05-26 11:14:27+03:00,random_10_12_candidates_888,"['chief.jpg', 'sand.jpg']","['badge.jpg', 'handshake.jpg']",100,67,death,justice,"['adult.jpg', 'check.jpg', 'laugh.jpg', 'badge.jpg', 'chief.jpg', 'standing.jpg', 'aquarium.jpg', 'handshake.jpg', 'squash.jpg', 'sand.jpg', 'ebay.jpg', 'bell.jpg']"
36,3DBQWDE4Y7KKTQPW0HIWSQODFNXN5A,A1HKYY6XI2OHO1,3SU800BH86EKVIU9R8DJFCF6YWEUQA,Submitted,2022-05-25 07:22:44+03:00,random_10_12_candidates_288,"['pilot.jpg', 'karate.jpg']","['lamb.jpg', 'gravy.jpg']",67,100,career,salt,"['pilot.jpg', 'lamb.jpg', 'garden.jpg', 'kitchen.jpg', 'karate.jpg', 'garbage.jpg', 'gravy.jpg', 'hurricane.jpg', 'lens.jpg', 'snail.jpg']"
37,3NAPMVF0ZX13R8EM2RZ9YMZBV2V27F,A382S0KJMW3K9S,3SU800BH86EKVIU9R8DJFCF6YWEUQA,Submitted,2022-05-26 00:31:31+03:00,random_10_12_candidates_288,"['pilot.jpg', 'karate.jpg']","['pilot.jpg', 'karate.jpg']",100,67,clothes,outfit,"['pilot.jpg', 'lamb.jpg', 'garden.jpg', 'kitchen.jpg', 'karate.jpg', 'garbage.jpg', 'gravy.jpg', 'hurricane.jpg', 'lens.jpg', 'snail.jpg']"
38,33PPUNGG39R3F21D0C6TQE0IHOUZRR,A16184N1RO5OJV,3SU800BH86EKVIU9R8DJFCF6YWEUQA,Submitted,2022-05-26 01:18:16+03:00,random_10_12_candidates_288,"['lamb.jpg', 'kitchen.jpg', 'gravy.jpg']","['pilot.jpg', 'karate.jpg']",50,100,cook,loud,"['pilot.jpg', 'lamb.jpg', 'garden.jpg', 'kitchen.jpg', 'karate.jpg', 'garbage.jpg', 'gravy.jpg', 'hurricane.jpg', 'lens.jpg', 'snail.jpg']"
39,31Z0PCVWUL1XB78ZL6J5Z981VBCT7U,A1HKYY6XI2OHO1,3MIVREZQVHK6SMPXXU9H9P68W5GKQ3,Submitted,2022-05-25 07:08:41+03:00,random_10_12_candidates_847,"['compass.jpg', 'arrow.jpg']","['office.jpg', 'gymnastics.jpg']",0,67,direction,bend,"['liver.jpg', 'telescope.jpg', 'barn.jpg', 'compass.jpg', 'credit card.jpg', 'arrow.jpg', 'office.jpg', 'parsley.jpg', 'month.jpg', 'spreadsheet.jpg', 'teepee.jpg', 'gymnastics.jpg']"
40,3ERET4BTVNV2M7656U3XCECB7U49KN,A3RTW9UWYKSNWX,3MIVREZQVHK6SMPXXU9H9P68W5GKQ3,Submitted,2022-05-26 11:06:48+03:00,random_10_12_candidates_847,"['compass.jpg', 'arrow.jpg']","['liver.jpg', 'parsley.jpg']",0,67,point,stomach,"['liver.jpg', 'telescope.jpg', 'barn.jpg', 'compass.jpg', 'credit card.jpg', 'arrow.jpg', 'office.jpg', 'parsley.jpg', 'month.jpg', 'spreadsheet.jpg', 'teepee.jpg', 'gymnastics.jpg']"
41,3MAOD8E57RWTV9966N1RK9FX8TGNX7,A382S0KJMW3K9S,3MIVREZQVHK6SMPXXU9H9P68W5GKQ3,Submitted,2022-05-26 13:42:39+03:00,random_10_12_candidates_847,"['office.jpg', 'teepee.jpg']","['office.jpg', 'teepee.jpg']",67,67,interior,room,"['liver.jpg', 'telescope.jpg', 'barn.jpg', 'compass.jpg', 'credit card.jpg', 'arrow.jpg', 'office.jpg', 'parsley.jpg', 'month.jpg', 'spreadsheet.jpg', 'teepee.jpg', 'gymnastics.jpg']"
42,37XITHEISXVQ79Q38YMLFGZX81IRCK,A1HKYY6XI2OHO1,3H6W48L9F4BCNAIZMVDVXVATEG3PWD,Submitted,2022-05-25 09:00:54+03:00,random_10_12_candidates_1314,"['luggage.jpg', 'hobbit.jpg']","['olympics.jpg', 'group.jpg']",67,0,journey,interlinked,"['aluminum.jpg', 'luggage.jpg', 'olympics.jpg', 'nights.jpg', 'helicopter.jpg', 'gauze.jpg', 'vodka.jpg', 'hobbit.jpg', 'daughter.jpg', 'group.jpg', 'shovel.jpg', 'weed.jpg']"
43,3SKEMFQBZ4R282NV12XJCIH0NJ5K8I,A382S0KJMW3K9S,3H6W48L9F4BCNAIZMVDVXVATEG3PWD,Submitted,2022-05-25 15:10:19+03:00,random_10_12_candidates_1314,"['luggage.jpg', 'helicopter.jpg']","['nights.jpg', 'hobbit.jpg', 'daughter.jpg']",100,80,fly,male,"['aluminum.jpg', 'luggage.jpg', 'olympics.jpg', 'nights.jpg', 'helicopter.jpg', 'gauze.jpg', 'vodka.jpg', 'hobbit.jpg', 'daughter.jpg', 'group.jpg', 'shovel.jpg', 'weed.jpg']"
44,39L1G8WVWRDE14V3HBW5GMDQYXY313,A3RTW9UWYKSNWX,3H6W48L9F4BCNAIZMVDVXVATEG3PWD,Submitted,2022-05-26 11:44:02+03:00,random_10_12_candidates_1314,"['olympics.jpg', 'group.jpg']","['luggage.jpg', 'helicopter.jpg']",100,67,pieces,plane,"['aluminum.jpg', 'luggage.jpg', 'olympics.jpg', 'nights.jpg', 'helicopter.jpg', 'gauze.jpg', 'vodka.jpg', 'hobbit.jpg', 'daughter.jpg', 'group.jpg', 'shovel.jpg', 'weed.jpg']"
45,3SBEHTYCWOPQHDOPE3A1YFQPNSRIYM,A2QX3YJXAAHHVV,3MVY4USGB69RZ7EMPVDAR96WMPCSIP,Submitted,2022-05-25 04:50:29+03:00,random_10_12_candidates_895,"['ocean.jpg', 'goose.jpg', 'shore.jpg']","['ocean.jpg', 'vodka.jpg', 'shore.jpg']",80,80,pond,drink,"['spades.jpg', 'chasm.jpg', 'ocean.jpg', 'mother.jpg', 'anteater.jpg', 'boxing.jpg', 'wink.jpg', 'goose.jpg', 'vodka.jpg', 'shore.jpg']"
46,3QBD8R3Z225KFSL8NRZZ2NI440W4ON,A1HKYY6XI2OHO1,3MVY4USGB69RZ7EMPVDAR96WMPCSIP,Submitted,2022-05-25 05:46:01+03:00,random_10_12_candidates_895,"['spades.jpg', 'wink.jpg']","['mother.jpg', 'vodka.jpg']",67,67,simple,toxic,"['spades.jpg', 'chasm.jpg', 'ocean.jpg', 'mother.jpg', 'anteater.jpg', 'boxing.jpg', 'wink.jpg', 'goose.jpg', 'vodka.jpg', 'shore.jpg']"
47,3WAKVUDHUX2CBKNOLB9F45U3EWGU7X,A3RTW9UWYKSNWX,3MVY4USGB69RZ7EMPVDAR96WMPCSIP,Submitted,2022-05-26 11:28:43+03:00,random_10_12_candidates_895,"['mother.jpg', 'boxing.jpg']","['anteater.jpg', 'goose.jpg']",100,100,injury,untamed,"['spades.jpg', 'chasm.jpg', 'ocean.jpg', 'mother.jpg', 'anteater.jpg', 'boxing.jpg', 'wink.jpg', 'goose.jpg', 'vodka.jpg', 'shore.jpg']"
48,3Z4XG4ZF49D8S2M20LC82CP2IQI8XO,A16184N1RO5OJV,3MG8450X2OWZV6TURVYUF7PWT0SUPJ,Submitted,2022-05-25 02:09:22+03:00,random_10_12_candidates_518,"['eating.jpg', 'colon.jpg']","['net.jpg', 'referee.jpg']",100,67,digest,soccer,"['nut.jpg', 'eating.jpg', 'baseball.jpg', 'colon.jpg', 'maze.jpg', 'net.jpg', 'referee.jpg', 'tip.jpg', 'birth control.jpg', 'limp.jpg', 'flea.jpg', 'uncle.jpg']"
49,3UN61F00HXB58OHOTOZD1ATNFJ7R5K,A1HKYY6XI2OHO1,3MG8450X2OWZV6TURVYUF7PWT0SUPJ,Submitted,2022-05-25 05:09:03+03:00,random_10_12_candidates_518,"['baseball.jpg', 'referee.jpg']","['colon.jpg', 'birth control.jpg']",67,67,referees,treatment,"['nut.jpg', 'eating.jpg', 'baseball.jpg', 'colon.jpg', 'maze.jpg', 'net.jpg', 'referee.jpg', 'tip.jpg', 'birth control.jpg', 'limp.jpg', 'flea.jpg', 'uncle.jpg']"
50,3LUY3GC630MZJFFS4PALUZ746947PI,A382S0KJMW3K9S,3MG8450X2OWZV6TURVYUF7PWT0SUPJ,Submitted,2022-05-25 14:52:33+03:00,random_10_12_candidates_518,"['baseball.jpg', 'referee.jpg']","['baseball.jpg', 'colon.jpg', 'referee.jpg', 'uncle.jpg']",100,86,jersey,male,"['nut.jpg', 'eating.jpg', 'baseball.jpg', 'colon.jpg', 'maze.jpg', 'net.jpg', 'referee.jpg', 'tip.jpg', 'birth control.jpg', 'limp.jpg', 'flea.jpg', 'uncle.jpg']"
