,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates
20,3N1FSUEFL6MTBVUJXILJRT65ZDCD43,AKQAI78JTXXC9,3JMNNNO3B1QGV3HTKX2J1I203ZUW22,Submitted,2022-05-14 22:19:25+03:00,224,"['lava.jpg', 'fire.jpg', 'hot.jpg']","['lava.jpg', 'fire.jpg', 'hot.jpg']",0,0,hot,burning,"['lava.jpg', 'sleigh.jpg', 'fire.jpg', 'hot.jpg', 'bud.jpg']"
21,37TD41K0AIV28OQGNNMQ5Q4TST5CSB,AHB3QFZSFN9DL,36KM3FWE3RYU9EDEX2QTQEA4DA207L,Submitted,2022-05-14 22:56:36+03:00,38,"['wet.jpg', 'orthodontist.jpg']","['wet.jpg', 'water.jpg']",0,0,Pearly,Drops,"['giant.jpg', 'wet.jpg', 'orthodontist.jpg', 'hot.jpg', 'water.jpg']"
22,3VHP9MDGRO6T4JLUH3MRYRLE33GFC0,A2QX3YJXAAHHVV,36KM3FWE3RYU9EDEX2QTQEA4DA207L,Submitted,2022-05-15 00:09:11+03:00,38,"['orthodontist.jpg', 'water.jpg']","['hot.jpg', 'water.jpg']",67,67,clear,rising,"['giant.jpg', 'wet.jpg', 'orthodontist.jpg', 'hot.jpg', 'water.jpg']"
23,3F6KKYWMNCNFX34PFN0FQ2C5QUEDN5,A3RTW9UWYKSNWX,36KM3FWE3RYU9EDEX2QTQEA4DA207L,Submitted,2022-05-15 00:10:32+03:00,38,"['hot.jpg', 'water.jpg']","['wet.jpg', 'orthodontist.jpg']",0,67,evaporate,hygiene,"['giant.jpg', 'wet.jpg', 'orthodontist.jpg', 'hot.jpg', 'water.jpg']"
24,3WQQ9FUS6BG1FZJ1VPKQDFYAYEMB8R,A3UJSDFJ9LBQ6Z,3U74KRR67M7KS82SBBVS6MYZA03TN0,Submitted,2022-05-14 19:45:35+03:00,548,"['lion.jpg', 'picture.jpg']","['lion.jpg', 'picture.jpg']",67,67,sky,beyond,"['lion.jpg', 'senator.jpg', 'yellow.jpg', 'toothpaste.jpg', 'picture.jpg']"
25,3PEIJLRY6UFJI3IKYOSEGSSOZOKXW8,AZLZA0Q87TJZO,3U74KRR67M7KS82SBBVS6MYZA03TN0,Submitted,2022-05-14 21:30:45+03:00,548,"['lion.jpg', 'senator.jpg']","['senator.jpg', 'toothpaste.jpg']",67,100,rule,concern,"['lion.jpg', 'senator.jpg', 'yellow.jpg', 'toothpaste.jpg', 'picture.jpg']"
26,34PGFRQONPXINJDVHKDDPJK9OQ9WJN,A2N9U74YIPDQ9F,3U74KRR67M7KS82SBBVS6MYZA03TN0,Submitted,2022-05-14 22:40:38+03:00,548,"['lion.jpg', 'picture.jpg']","['lion.jpg', 'senator.jpg']",0,67,awe,respect,"['lion.jpg', 'senator.jpg', 'yellow.jpg', 'toothpaste.jpg', 'picture.jpg']"
27,3AQF3RZ55944O2CT7C9OCRT47H56FZ,A302KOFOYLD89A,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 00:12:43+03:00,975,"['pencil.jpg', 'paint.jpg', 'drawing.jpg', 'art.jpg']","['liquor.jpg', 'paint.jpg']",40,100,Picasso,fluid,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
28,3P1L2B7AD2BGD0STTJYGO4KFPDMLO9,A2UCKZZI9KBBCV,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 00:33:20+03:00,975,"['pencil.jpg', 'paint.jpg']","['liquor.jpg', 'pencil.jpg', 'paint.jpg']",67,50,rainbow,collection,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
29,3DUZQ9U6SNAY7XWGE4HVVISID1AVSK,AHB3QFZSFN9DL,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 08:50:08+03:00,975,"['drawing.jpg', 'art.jpg']","['drawing.jpg', 'art.jpg']",0,67,Sky,Easel,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
30,3PXX5PX6LYKFYNCGSN449645O23BAC,A2UCKZZI9KBBCV,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 00:13:55+03:00,601,"['niece.jpg', 'visitor.jpg']","['mound.jpg', 'niece.jpg', 'snow.jpg']",67,50,relation,air,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
31,3KGTPGBS6Y75PJQIFZSK8EDV1ZP2UK,A1HKYY6XI2OHO1,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 02:32:18+03:00,601,"['niece.jpg', 'visitor.jpg']","['mound.jpg', 'snow.jpg']",67,0,interact,place,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
32,323Q6SJS8J2KLRWA3V0S9IIUGVUFHI,A382S0KJMW3K9S,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 03:36:10+03:00,601,"['niece.jpg', 'visitor.jpg']","['niece.jpg', 'visitor.jpg']",100,67,hair,clothing,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
33,3JW0YLFXRU24T3DUOJWSE9EHQMAWWA,A2QX3YJXAAHHVV,3UOMW19E6DSZG2UBLP4GNVY9VT45C4,Submitted,2022-05-14 20:38:03+03:00,684,"['basketball.jpg', 'ocean.jpg']","['ocean.jpg', 'cream cheese.jpg', 'crab.jpg']",67,50,dunk,dip,"['basketball.jpg', 'hair.jpg', 'ocean.jpg', 'cream cheese.jpg', 'crab.jpg']"
34,33L7PJKHCHK1BLDIVBBBD94W4L48TW,A302KOFOYLD89A,3UOMW19E6DSZG2UBLP4GNVY9VT45C4,Submitted,2022-05-15 00:25:39+03:00,684,"['cream cheese.jpg', 'crab.jpg']","['ocean.jpg', 'crab.jpg']",0,0,delicious,sea,"['basketball.jpg', 'hair.jpg', 'ocean.jpg', 'cream cheese.jpg', 'crab.jpg']"
35,3SB4CE2TJWHMBQFHXJWMY3VX77GXA0,A1HKYY6XI2OHO1,3UOMW19E6DSZG2UBLP4GNVY9VT45C4,Submitted,2022-05-16 01:06:37+03:00,684,"['cream cheese.jpg', 'crab.jpg']","['basketball.jpg', 'ocean.jpg']",67,0,digestable,sink,"['basketball.jpg', 'hair.jpg', 'ocean.jpg', 'cream cheese.jpg', 'crab.jpg']"
36,3OVR4I9USQ5N04YO24R3RSD4IS54Q3,A1HKYY6XI2OHO1,3X2YVV51PUQ96IZX1T25WZSVBTGW1L,Submitted,2022-05-14 23:22:48+03:00,914,"['sleep.jpg', 'room.jpg']","['helicopter.jpg', 'dunk.jpg']",67,0,rest,lift,"['sleep.jpg', 'helicopter.jpg', 'room.jpg', 'night.jpg', 'dunk.jpg']"
37,3OJSZ2ATDTIVQ5X9KA17WT2NDZS75Z,AKQAI78JTXXC9,3X2YVV51PUQ96IZX1T25WZSVBTGW1L,Submitted,2022-05-15 06:19:56+03:00,914,"['sleep.jpg', 'room.jpg', 'night.jpg']","['sleep.jpg', 'night.jpg']",0,100,rest,dark,"['sleep.jpg', 'helicopter.jpg', 'room.jpg', 'night.jpg', 'dunk.jpg']"
38,3IKZ72A5B52CVNIL6TV5E2FQ29PFNH,A2QX3YJXAAHHVV,3X2YVV51PUQ96IZX1T25WZSVBTGW1L,Submitted,2022-05-16 03:36:34+03:00,914,"['helicopter.jpg', 'night.jpg']","['helicopter.jpg', 'night.jpg']",67,67,sky,fly,"['sleep.jpg', 'helicopter.jpg', 'room.jpg', 'night.jpg', 'dunk.jpg']"
39,3VHP9MDGRO6T4JLUH3MRYRLE34XCFG,AKQAI78JTXXC9,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 06:27:51+03:00,156,"['dollar.jpg', 'coin.jpg', 'money.jpg']","['dollar.jpg', 'coin.jpg', 'money.jpg']",0,0,inflation,valuable,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
40,3TDXMTX3CCGOYTEJ8KF9FO6WNAGI6N,A3UJSDFJ9LBQ6Z,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 07:43:46+03:00,156,"['dollar.jpg', 'money.jpg']","['dollar.jpg', 'money.jpg']",0,100,stack,cheddar,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
41,352YTHGROWZANBZLJE49IEL3R6XH4A,A3RTW9UWYKSNWX,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 09:30:33+03:00,156,"['dollar.jpg', 'money.jpg']","['rail.jpg', 'shed.jpg']",67,67,benjamin,physical,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
42,3C5W7UE9CGCNDRO6UMMR7UQX1MZXMA,AZLZA0Q87TJZO,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-14 20:02:31+03:00,1022,"['boat.jpg', 'water.jpg', 'leak.jpg']","['boat.jpg', 'dollar.jpg', 'leak.jpg']",50,80,splash,expensive,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
43,3M0NZ3JDP2KEAF3F35TQNDVMNRA5ZS,A2QX3YJXAAHHVV,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-14 20:29:20+03:00,1022,"['boat.jpg', 'dollar.jpg']","['air.jpg', 'leak.jpg']",67,67,pirate,curved,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
44,3O6CYIULEENR1ZOPTJHRWLTK57XUW9,A3RTW9UWYKSNWX,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-15 09:09:42+03:00,1022,"['boat.jpg', 'air.jpg']","['boat.jpg', 'leak.jpg']",67,67,trail,sink,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
45,3G5W44VEU84H1HTDK0974VYY9RFGK3,AZLZA0Q87TJZO,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-14 21:37:32+03:00,85,"['night.jpg', 'bed.jpg']","['soap.jpg', 'bed.jpg', 'sleep.jpg']",67,0,holiday,hotel,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
46,39U1BHVTDMDFAO7CJUGFMSWLOZH3T4,AKQAI78JTXXC9,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-15 02:16:32+03:00,85,"['soap.jpg', 'night.jpg']","['night.jpg', 'sleep.jpg']",67,67,pink,night,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
47,3VFJCI1K40L3OL68AKI457KC4K4GRT,A3RTW9UWYKSNWX,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-15 09:25:25+03:00,85,"['night.jpg', 'bed.jpg', 'sleep.jpg']","['soap.jpg', 'bed.jpg']",0,0,dream,tidy,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
48,3AUQQEL7U6FY6OC452YBLCMZIA7V0F,A3RTW9UWYKSNWX,3D06DR522559VUIJTAPBY2J7HL9AMX,Submitted,2022-05-16 06:14:35+03:00,165,"['air.jpg', 'gas.jpg', 'water.jpg']","['air.jpg', 'gas.jpg']",0,0,element,campfire,"['air.jpg', 'square.jpg', 'island.jpg', 'gas.jpg', 'water.jpg']"
49,3EKVH9QMEZQJ8HFWT42VYE97F1SD2N,A1HKYY6XI2OHO1,3D06DR522559VUIJTAPBY2J7HL9AMX,Submitted,2022-05-16 07:29:37+03:00,165,"['air.jpg', 'island.jpg']","['gas.jpg', 'water.jpg']",67,0,eddies,consumes,"['air.jpg', 'square.jpg', 'island.jpg', 'gas.jpg', 'water.jpg']"
50,3O7L7BFSHFBSB87YE2Y7RCY94B8EIE,AZLZA0Q87TJZO,3D06DR522559VUIJTAPBY2J7HL9AMX,Submitted,2022-05-16 18:54:35+03:00,165,"['island.jpg', 'gas.jpg', 'water.jpg']","['island.jpg', 'gas.jpg']",80,67,parch,pollute,"['air.jpg', 'square.jpg', 'island.jpg', 'gas.jpg', 'water.jpg']"
51,3VW04L3ZLUSY73NA8TO0IB6V8QQXX1,AZLZA0Q87TJZO,3VZYA8PITOKFMAZV99BWSUW8M47056,Submitted,2022-05-14 21:36:23+03:00,1666,"['meth.jpg', 'toothpaste.jpg', 'light.jpg']","['wink.jpg', 'toothpaste.jpg']",80,67,bright,floss,"['meth.jpg', 'wink.jpg', 'toothpaste.jpg', 'light.jpg', 'green.jpg', 'ball.jpg']"
52,3JBT3HLQF9OI3PLYNK24LJ03ERTPZG,A1HKYY6XI2OHO1,3VZYA8PITOKFMAZV99BWSUW8M47056,Submitted,2022-05-15 01:48:49+03:00,1666,"['meth.jpg', 'toothpaste.jpg']","['wink.jpg', 'ball.jpg']",100,67,fresh,kick,"['meth.jpg', 'wink.jpg', 'toothpaste.jpg', 'light.jpg', 'green.jpg', 'ball.jpg']"
53,3E4GGUZ1T9DRMNL6LLOI2R4XZE32KB,A302KOFOYLD89A,3VZYA8PITOKFMAZV99BWSUW8M47056,Submitted,2022-05-16 22:40:45+03:00,1666,"['toothpaste.jpg', 'green.jpg']","['wink.jpg', 'toothpaste.jpg']",0,67,mint,breathe,"['meth.jpg', 'wink.jpg', 'toothpaste.jpg', 'light.jpg', 'green.jpg', 'ball.jpg']"
54,3ATTHHXXWBA1H8YF97OZF1JGKDRXI6,A1HKYY6XI2OHO1,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-14 23:06:06+03:00,731,"['fight.jpg', 'mucus.jpg']","['poodle.jpg', 'chicken.jpg']",67,67,shirtless,animals,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
55,38F71OA9GUI6D5XLUSG51NQQXHKMFP,A3RTW9UWYKSNWX,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-15 00:14:51+03:00,731,"['fight.jpg', 'poodle.jpg', 'game.jpg']","['game.jpg', 'mucus.jpg']",0,67,play,fake,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
56,3WLEIWSYHP30KXKYF0LLPZO57S22H0,AKQAI78JTXXC9,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-15 09:53:34+03:00,731,"['fight.jpg', 'mucus.jpg']","['fight.jpg', 'mucus.jpg']",67,67,adrenaline,breathless,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
57,36W0OB37HX0QQ8NA47UZCAYCS03HZN,AZLZA0Q87TJZO,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-14 21:09:44+03:00,812,"['paper towel.jpg', 'ear.jpg', 'crib.jpg']","['paper towel.jpg', 'ear.jpg', 'baby.jpg']",50,50,clean,sense,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
58,358010RM5FF63EIF8ENIUQ9ASF1VXF,A382S0KJMW3K9S,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-15 03:40:28+03:00,812,"['ear.jpg', 'baby.jpg']","['paper towel.jpg', 'baby.jpg']",67,100,scream,mess,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
59,3HMIGG0U4MSXS7CC5HYALQWBJOY8YZ,A2QX3YJXAAHHVV,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-15 04:47:16+03:00,812,"['crib.jpg', 'baby.jpg']","['crib.jpg', 'baby.jpg']",67,0,pediatrician,nursery,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
60,3OE22WJIGJAMH2S3HAIL4WBYH5PQU8,AKQAI78JTXXC9,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-14 22:26:52+03:00,1531,"['counter.jpg', 'bed.jpg']","['sleep.jpg', 'bed.jpg']",0,0,surface,dream,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
61,3TVRFO09GL13796LUALC7HB81HOLXB,A2UCKZZI9KBBCV,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-14 23:51:32+03:00,1531,"['steroids.jpg', 'drug.jpg']","['sleep.jpg', 'steroids.jpg']",100,0,enhancer,biceps,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
62,3LPW2N6LKUOXOG95XIUI6LG7LAV5U5,A1HKYY6XI2OHO1,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-15 10:02:45+03:00,1531,"['sleep.jpg', 'eyelash.jpg']","['sleep.jpg', 'bed.jpg']",67,0,dreamy,recharge,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
63,38JBBYETQPWY318JTDW3XBOQZPME46,A2QX3YJXAAHHVV,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 00:52:48+03:00,106,"['gym.jpg', 'run.jpg']","['gym.jpg', 'run.jpg']",67,67,Peloton,track,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
64,3LYA37P8IR9LA0L24EHT3K71TEZBKT,AZLZA0Q87TJZO,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 00:57:03+03:00,106,"['sweat.jpg', 'gym.jpg', 'run.jpg']","['sweat.jpg', 'lamb.jpg', 'run.jpg']",0,80,exertion,calorie,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
65,339ANSOTR6OVX8Z8AO9AP7BEO4NKIF,AKQAI78JTXXC9,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 02:27:44+03:00,106,"['sweat.jpg', 'gym.jpg', 'run.jpg']","['gym.jpg', 'run.jpg']",50,67,sweat,exercise,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
66,33NF62TLXKORSJJES6UA18QE1JBKJQ,A1HKYY6XI2OHO1,3L21G7IH47IDVNUXGUKTHWDBM1GY1M,Submitted,2022-05-15 01:59:36+03:00,475,"['dolphin.jpg', 'couch.jpg']","['guard.jpg', 'doctor.jpg']",67,0,lazy,careers,"['guard.jpg', 'brain.jpg', 'doctor.jpg', 'dolphin.jpg', 'couch.jpg']"
