,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates
19,3PEIJLRY6UFJI3IKYOSEGSSOZOKXW8,AZLZA0Q87TJZO,3U74KRR67M7KS82SBBVS6MYZA03TN0,Submitted,2022-05-14 21:30:45+03:00,548,"['lion.jpg', 'senator.jpg']","['senator.jpg', 'toothpaste.jpg']",67,100,rule,concern,"['lion.jpg', 'senator.jpg', 'yellow.jpg', 'toothpaste.jpg', 'picture.jpg']"
20,34PGFRQONPXINJDVHKDDPJK9OQ9WJN,A2N9U74YIPDQ9F,3U74KRR67M7KS82SBBVS6MYZA03TN0,Submitted,2022-05-14 22:40:38+03:00,548,"['lion.jpg', 'picture.jpg']","['lion.jpg', 'senator.jpg']",0,67,awe,respect,"['lion.jpg', 'senator.jpg', 'yellow.jpg', 'toothpaste.jpg', 'picture.jpg']"
21,3AQF3RZ55944O2CT7C9OCRT47H56FZ,A302KOFOYLD89A,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 00:12:43+03:00,975,"['pencil.jpg', 'paint.jpg', 'drawing.jpg', 'art.jpg']","['liquor.jpg', 'paint.jpg']",40,100,Picasso,fluid,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
22,3P1L2B7AD2BGD0STTJYGO4KFPDMLO9,A2UCKZZI9KBBCV,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 00:33:20+03:00,975,"['pencil.jpg', 'paint.jpg']","['liquor.jpg', 'pencil.jpg', 'paint.jpg']",67,50,rainbow,collection,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
23,3DUZQ9U6SNAY7XWGE4HVVISID1AVSK,AHB3QFZSFN9DL,3NI0WFPPI92B5EZ9ESL1K0A8IZI06M,Submitted,2022-05-15 08:50:08+03:00,975,"['drawing.jpg', 'art.jpg']","['drawing.jpg', 'art.jpg']",0,67,Sky,Easel,"['liquor.jpg', 'pencil.jpg', 'paint.jpg', 'drawing.jpg', 'pole.jpg', 'art.jpg']"
24,3PXX5PX6LYKFYNCGSN449645O23BAC,A2UCKZZI9KBBCV,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 00:13:55+03:00,601,"['niece.jpg', 'visitor.jpg']","['mound.jpg', 'niece.jpg', 'snow.jpg']",67,50,relation,air,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
25,3KGTPGBS6Y75PJQIFZSK8EDV1ZP2UK,A1HKYY6XI2OHO1,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 02:32:18+03:00,601,"['niece.jpg', 'visitor.jpg']","['mound.jpg', 'snow.jpg']",67,0,interact,place,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
26,323Q6SJS8J2KLRWA3V0S9IIUGVUFHI,A382S0KJMW3K9S,3JMNNNO3B1QGV3HTKX2J1I203ZV2W9,Submitted,2022-05-15 03:36:10+03:00,601,"['niece.jpg', 'visitor.jpg']","['niece.jpg', 'visitor.jpg']",100,67,hair,clothing,"['mound.jpg', 'niece.jpg', 'visitor.jpg', 'ice.jpg', 'snow.jpg']"
27,3VHP9MDGRO6T4JLUH3MRYRLE34XCFG,AKQAI78JTXXC9,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 06:27:51+03:00,156,"['dollar.jpg', 'coin.jpg', 'money.jpg']","['dollar.jpg', 'coin.jpg', 'money.jpg']",0,0,inflation,valuable,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
28,3TDXMTX3CCGOYTEJ8KF9FO6WNAGI6N,A3UJSDFJ9LBQ6Z,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 07:43:46+03:00,156,"['dollar.jpg', 'money.jpg']","['dollar.jpg', 'money.jpg']",0,100,stack,cheddar,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
29,352YTHGROWZANBZLJE49IEL3R6XH4A,A3RTW9UWYKSNWX,3K2CEDRACBNEAQHSZAGST79Z5ATTM0,Submitted,2022-05-15 09:30:33+03:00,156,"['dollar.jpg', 'money.jpg']","['rail.jpg', 'shed.jpg']",67,67,benjamin,physical,"['dollar.jpg', 'rail.jpg', 'coin.jpg', 'money.jpg', 'shed.jpg']"
30,3C5W7UE9CGCNDRO6UMMR7UQX1MZXMA,AZLZA0Q87TJZO,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-14 20:02:31+03:00,1022,"['boat.jpg', 'water.jpg', 'leak.jpg']","['boat.jpg', 'dollar.jpg', 'leak.jpg']",50,80,splash,expensive,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
31,3M0NZ3JDP2KEAF3F35TQNDVMNRA5ZS,A2QX3YJXAAHHVV,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-14 20:29:20+03:00,1022,"['boat.jpg', 'dollar.jpg']","['air.jpg', 'leak.jpg']",67,67,pirate,curved,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
32,3O6CYIULEENR1ZOPTJHRWLTK57XUW9,A3RTW9UWYKSNWX,3ZG552ORAMQ3GEHOUNXNFGJMWQT2VZ,Submitted,2022-05-15 09:09:42+03:00,1022,"['boat.jpg', 'air.jpg']","['boat.jpg', 'leak.jpg']",67,67,trail,sink,"['boat.jpg', 'air.jpg', 'water.jpg', 'light.jpg', 'dollar.jpg', 'leak.jpg']"
33,3G5W44VEU84H1HTDK0974VYY9RFGK3,AZLZA0Q87TJZO,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-14 21:37:32+03:00,85,"['night.jpg', 'bed.jpg']","['soap.jpg', 'bed.jpg', 'sleep.jpg']",67,0,holiday,hotel,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
34,39U1BHVTDMDFAO7CJUGFMSWLOZH3T4,AKQAI78JTXXC9,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-15 02:16:32+03:00,85,"['soap.jpg', 'night.jpg']","['night.jpg', 'sleep.jpg']",67,67,pink,night,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
35,3VFJCI1K40L3OL68AKI457KC4K4GRT,A3RTW9UWYKSNWX,3N5YJ55YXGPFDC3J5B4BBH87MBJANX,Submitted,2022-05-15 09:25:25+03:00,85,"['night.jpg', 'bed.jpg', 'sleep.jpg']","['soap.jpg', 'bed.jpg']",0,0,dream,tidy,"['soap.jpg', 'snack.jpg', 'night.jpg', 'bed.jpg', 'sleep.jpg']"
36,3ATTHHXXWBA1H8YF97OZF1JGKDRXI6,A1HKYY6XI2OHO1,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-14 23:06:06+03:00,731,"['fight.jpg', 'mucus.jpg']","['poodle.jpg', 'chicken.jpg']",67,67,shirtless,animals,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
37,38F71OA9GUI6D5XLUSG51NQQXHKMFP,A3RTW9UWYKSNWX,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-15 00:14:51+03:00,731,"['fight.jpg', 'poodle.jpg', 'game.jpg']","['game.jpg', 'mucus.jpg']",0,67,play,fake,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
38,3WLEIWSYHP30KXKYF0LLPZO57S22H0,AKQAI78JTXXC9,31S7M7DAGGCU48Z7ZYFDTUUA553TLY,Submitted,2022-05-15 09:53:34+03:00,731,"['fight.jpg', 'mucus.jpg']","['fight.jpg', 'mucus.jpg']",67,67,adrenaline,breathless,"['fight.jpg', 'poodle.jpg', 'game.jpg', 'chicken.jpg', 'mucus.jpg']"
39,36W0OB37HX0QQ8NA47UZCAYCS03HZN,AZLZA0Q87TJZO,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-14 21:09:44+03:00,812,"['paper towel.jpg', 'ear.jpg', 'crib.jpg']","['paper towel.jpg', 'ear.jpg', 'baby.jpg']",50,50,clean,sense,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
40,358010RM5FF63EIF8ENIUQ9ASF1VXF,A382S0KJMW3K9S,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-15 03:40:28+03:00,812,"['ear.jpg', 'baby.jpg']","['paper towel.jpg', 'baby.jpg']",67,100,scream,mess,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
41,3HMIGG0U4MSXS7CC5HYALQWBJOY8YZ,A2QX3YJXAAHHVV,337F8MIIMZZXQRVVV4SMN2QUM8C041,Submitted,2022-05-15 04:47:16+03:00,812,"['crib.jpg', 'baby.jpg']","['crib.jpg', 'baby.jpg']",67,0,pediatrician,nursery,"['pork.jpg', 'paper towel.jpg', 'ear.jpg', 'crib.jpg', 'baby.jpg']"
42,3OE22WJIGJAMH2S3HAIL4WBYH5PQU8,AKQAI78JTXXC9,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-14 22:26:52+03:00,1531,"['counter.jpg', 'bed.jpg']","['sleep.jpg', 'bed.jpg']",0,0,surface,dream,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
43,3TVRFO09GL13796LUALC7HB81HOLXB,A2UCKZZI9KBBCV,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-14 23:51:32+03:00,1531,"['steroids.jpg', 'drug.jpg']","['sleep.jpg', 'steroids.jpg']",100,0,enhancer,biceps,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
44,3LPW2N6LKUOXOG95XIUI6LG7LAV5U5,A1HKYY6XI2OHO1,37MQ8Z1JQEIKK8CTZYK7MFNGE7UY23,Submitted,2022-05-15 10:02:45+03:00,1531,"['sleep.jpg', 'eyelash.jpg']","['sleep.jpg', 'bed.jpg']",67,0,dreamy,recharge,"['sleep.jpg', 'steroids.jpg', 'counter.jpg', 'drug.jpg', 'eyelash.jpg', 'bed.jpg']"
45,38JBBYETQPWY318JTDW3XBOQZPME46,A2QX3YJXAAHHVV,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 00:52:48+03:00,106,"['gym.jpg', 'run.jpg']","['gym.jpg', 'run.jpg']",67,67,Peloton,track,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
46,3LYA37P8IR9LA0L24EHT3K71TEZBKT,AZLZA0Q87TJZO,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 00:57:03+03:00,106,"['sweat.jpg', 'gym.jpg', 'run.jpg']","['sweat.jpg', 'lamb.jpg', 'run.jpg']",0,80,exertion,calorie,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
47,339ANSOTR6OVX8Z8AO9AP7BEO4NKIF,AKQAI78JTXXC9,3W9XHF7WGKHJK2HPEY3CEUHVG5YTKV,Submitted,2022-05-15 02:27:44+03:00,106,"['sweat.jpg', 'gym.jpg', 'run.jpg']","['gym.jpg', 'run.jpg']",50,67,sweat,exercise,"['sweat.jpg', 'lamb.jpg', 'gym.jpg', 'run.jpg', 'eucalyptus.jpg']"
48,3R0T90IZ1TYZIJHPSNS9GCLQ4JZCGH,AKQAI78JTXXC9,3NKW03WTLMTXNMJEM8SKX003J58QWA,Submitted,2022-05-15 07:46:54+03:00,1273,"['car.jpg', 'house.jpg', 'money.jpg']","['drag.jpg', 'pajamas.jpg']",80,0,expensive,clothing,"['car.jpg', 'house.jpg', 'money.jpg', 'sign.jpg', 'drag.jpg', 'pajamas.jpg']"
49,31EUONYN2WPJ954N7N0MBDIHGC8VOO,A3RTW9UWYKSNWX,3NKW03WTLMTXNMJEM8SKX003J58QWA,Submitted,2022-05-15 09:27:46+03:00,1273,"['sign.jpg', 'pajamas.jpg']","['drag.jpg', 'pajamas.jpg']",67,67,choice,sprint,"['car.jpg', 'house.jpg', 'money.jpg', 'sign.jpg', 'drag.jpg', 'pajamas.jpg']"
50,3ZSY5X72NYXRGYN6Y3VCAGTEV63ROZ,A382S0KJMW3K9S,3NKW03WTLMTXNMJEM8SKX003J58QWA,Submitted,2022-05-15 15:02:53+03:00,1273,"['car.jpg', 'house.jpg', 'money.jpg']","['car.jpg', 'sign.jpg']",80,67,loan,detour,"['car.jpg', 'house.jpg', 'money.jpg', 'sign.jpg', 'drag.jpg', 'pajamas.jpg']"
51,3I3WADAZ9RQ2BBP81WI97FOI3NH5O0,A1HKYY6XI2OHO1,3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,Submitted,2022-05-14 23:08:12+03:00,1361,"['scalp.jpg', 'clip.jpg']","['movie.jpg', 'stage.jpg']",67,0,style,studio,"['movie.jpg', 'theater.jpg', 'north.jpg', 'scalp.jpg', 'clip.jpg', 'stage.jpg']"
52,3H0W84IWBLO547AH4PSG54Z0R36RE2,A2QX3YJXAAHHVV,3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,Submitted,2022-05-15 00:53:45+03:00,1361,"['movie.jpg', 'north.jpg']","['scalp.jpg', 'stage.jpg']",0,100,icon,text,"['movie.jpg', 'theater.jpg', 'north.jpg', 'scalp.jpg', 'clip.jpg', 'stage.jpg']"
53,369J354OFEWA228OIWF6UCTG8XO6GJ,A3UJSDFJ9LBQ6Z,3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,Submitted,2022-05-15 07:27:40+03:00,1361,"['theater.jpg', 'stage.jpg']","['theater.jpg', 'stage.jpg']",67,0,row,aisle,"['movie.jpg', 'theater.jpg', 'north.jpg', 'scalp.jpg', 'clip.jpg', 'stage.jpg']"
54,34J10VATJGKH8BX3NTT7LTNNNASQIQ,AZLZA0Q87TJZO,3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,Submitted,2022-05-14 20:03:14+03:00,46,"['leg.jpg', 'limb.jpg', 'arm.jpg']","['limb.jpg', 'arm.jpg']",50,0,circulate,doctor,"['fungus.jpg', 'leg.jpg', 'dig.jpg', 'limb.jpg', 'arm.jpg']"
55,3R2UR8A0IB2BDU9I7214ZYF2WMWOXY,A2QX3YJXAAHHVV,3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,Submitted,2022-05-15 00:39:04+03:00,46,"['dig.jpg', 'arm.jpg']","['leg.jpg', 'dig.jpg']",67,100,lines,athlete,"['fungus.jpg', 'leg.jpg', 'dig.jpg', 'limb.jpg', 'arm.jpg']"
56,35USIKEBNS2GCUPA50S1KW2D9956NM,A19UED74G8FXN3,3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,Submitted,2022-05-15 05:03:30+03:00,46,"['fungus.jpg', 'dig.jpg']","['fungus.jpg', 'limb.jpg']",0,67,Gardening,Glow,"['fungus.jpg', 'leg.jpg', 'dig.jpg', 'limb.jpg', 'arm.jpg']"
57,3C6FJU71TRFVQ4JP8KZFHIE0GEWUY5,AZLZA0Q87TJZO,30QQTY5GMK6AP0PUV94DFLYBTZ67UV,Submitted,2022-05-14 19:58:37+03:00,1769,"['dog.jpg', 'ball.jpg']","['dog.jpg', 'parmesan.jpg']",0,100,fetch,identify,"['laugh.jpg', 'dog.jpg', 'fungus.jpg', 'mining.jpg', 'ball.jpg', 'parmesan.jpg']"
58,36AHBNMV1SY99283MP9Q7IACUEMDYZ,A2UCKZZI9KBBCV,30QQTY5GMK6AP0PUV94DFLYBTZ67UV,Submitted,2022-05-15 01:42:16+03:00,1769,"['laugh.jpg', 'dog.jpg']","['fungus.jpg', 'parmesan.jpg']",0,0,emotion,moldy,"['laugh.jpg', 'dog.jpg', 'fungus.jpg', 'mining.jpg', 'ball.jpg', 'parmesan.jpg']"
59,33C7UALJVMK02119TSR173L1C2I81S,A1HKYY6XI2OHO1,30QQTY5GMK6AP0PUV94DFLYBTZ67UV,Submitted,2022-05-15 02:07:26+03:00,1769,"['laugh.jpg', 'dog.jpg']","['dog.jpg', 'ball.jpg']",0,67,emotion,play,"['laugh.jpg', 'dog.jpg', 'fungus.jpg', 'mining.jpg', 'ball.jpg', 'parmesan.jpg']"
60,3B1NLC6UG0IIC8QTXSEF0CKX31EPG6,A3UJSDFJ9LBQ6Z,386659BNTL3GYSYC8M9KP4JRAO201O,Submitted,2022-05-14 19:50:25+03:00,1333,"['stewardess.jpg', 'crow.jpg']","['stewardess.jpg', 'crow.jpg']",100,67,atmosphere,altitude,"['rainbow.jpg', 'light.jpg', 'checkers.jpg', 'stewardess.jpg', 'crow.jpg', 'color.jpg']"
61,3C5W7UE9CGCNDRO6UMMR7UQX1MBMXB,A2N9U74YIPDQ9F,386659BNTL3GYSYC8M9KP4JRAO201O,Submitted,2022-05-14 22:47:20+03:00,1333,"['rainbow.jpg', 'color.jpg']","['rainbow.jpg', 'light.jpg', 'color.jpg']",67,0,peacock,refract,"['rainbow.jpg', 'light.jpg', 'checkers.jpg', 'stewardess.jpg', 'crow.jpg', 'color.jpg']"
62,3MYYFCXHJ4TWNF4AZ8MRXE92C514GD,A3RTW9UWYKSNWX,386659BNTL3GYSYC8M9KP4JRAO201O,Submitted,2022-05-15 00:39:16+03:00,1333,"['stewardess.jpg', 'crow.jpg']","['rainbow.jpg', 'color.jpg']",67,67,air,canvas,"['rainbow.jpg', 'light.jpg', 'checkers.jpg', 'stewardess.jpg', 'crow.jpg', 'color.jpg']"
63,3KKG4CDWKJKH85H2L2GH5XNF8SZ49F,A1HKYY6XI2OHO1,3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,Submitted,2022-05-14 22:39:00+03:00,840,"['priest.jpg', 'church.jpg']","['priest.jpg', 'church.jpg']",67,67,rites,oaths,"['priest.jpg', 'church.jpg', 'valley.jpg', 'steel.jpg', 'organ.jpg']"
64,3TR2532VIQGKT4YPQ209RPLW0OKJ6D,AKQAI78JTXXC9,3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,Submitted,2022-05-14 23:59:48+03:00,840,"['priest.jpg', 'church.jpg']","['steel.jpg', 'organ.jpg']",0,0,holy,tube,"['priest.jpg', 'church.jpg', 'valley.jpg', 'steel.jpg', 'organ.jpg']"
65,3GD6L00D3TJFNQ3DNT1KCLMWW8MM1B,A3RTW9UWYKSNWX,3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,Submitted,2022-05-15 09:36:57+03:00,840,"['priest.jpg', 'church.jpg']","['church.jpg', 'steel.jpg']",0,67,officiate,support,"['priest.jpg', 'church.jpg', 'valley.jpg', 'steel.jpg', 'organ.jpg']"
66,3ATTHHXXWBA1H8YF97OZF1JGKDGIXG,A19UED74G8FXN3,3ZC62PVYDHWWLJPGIRJYTRA3PA1XX7,Submitted,2022-05-14 20:00:31+03:00,1262,"['shrub.jpg', 'lick.jpg']","['letter.jpg', 'mail.jpg']",100,67,Living,Postal,"['shrub.jpg', 'lick.jpg', 'committee.jpg', 'post.jpg', 'letter.jpg', 'mail.jpg']"
