,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images,score,userCue,personal_details
30,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,15,"['mustache.jpg', 'waistband.jpg']",0,man,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
31,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,0,"['costume.jpg', 'pumpkin.jpg']",67,Halloween,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
32,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,3,"['air.jpg', 'water.jpg', 'sink.jpg']",50,Water,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
33,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,9,"['magician.jpg', 'fat.jpg', 'button.jpg']",50,Button,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
34,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,17,"['book.jpg', 'lobe.jpg']",67,Reading,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
35,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,29,"['dirty.jpg', 'dirt.jpg']",0,dirt,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
36,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,31,"['line.jpg', 'march.jpg', 'list.jpg']",0,line,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
37,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,32,"['church.jpg', 'toaster.jpg']",67,Marriage,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
38,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,27,"['green.jpg', 'olive.jpg']",67,organic,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
39,3LKC68YZ3BPWOU4SXX5IXF1VMMSWOI,A2M3C5YIO7IZ6G,3QMELQS6Y5XZ58J8854G4WBVRIU6RP,Submitted,2022-05-10 01:29:07+03:00,38,"['pet.jpg', 'limo.jpg', 'child.jpg']",50,animals,"{'ages': 47, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
40,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,15,"['mustache.jpg', 'diary.jpg', 'waistband.jpg']",50,Tight,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
41,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,0,"['costume.jpg', 'pigeon.jpg']",67,Play,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
42,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,3,"['air.jpg', 'iris.jpg']",0,Photosynthetic,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
43,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,9,"['fat.jpg', 'button.jpg']",67,Unhealthy,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
44,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,17,"['toothbrush.jpg', 'lobe.jpg']",0,Health,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
45,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,29,"['dirty.jpg', 'quarter.jpg', 'dirt.jpg']",0,Dirty,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
46,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,31,"['line.jpg', 'list.jpg']",67,Linear,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
47,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,32,"['church.jpg', 'bible.jpg']",0,Theological,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
48,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,27,"['green.jpg', 'bush.jpg']",100,Grown,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
49,3A0EX8ZRN9AGU5AJ8TIKCSMCQPZBY6,A19UED74G8FXN3,3E24UO25QZCW8VRSGDNCA16QGVA6OG,Submitted,2022-05-09 02:15:15+03:00,38,"['floss.jpg', 'shave.jpg']",0,Hygiene,"{'ages': 30, 'gender': 'male', 'education': 'Bachelor', 'speaker': 'Native'}"
50,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,15,"['cat.jpg', 'diary.jpg']",67,milky,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
51,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,0,"['troll.jpg', 'costume.jpg', 'pumpkin.jpg']",0,halloween,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
52,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,3,"['air.jpg', 'iris.jpg']",0,season,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
53,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,9,"['fat.jpg', 'button.jpg', 'laboratory.jpg']",50,hair,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
54,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,17,"['landscape.jpg', 'lobe.jpg', 'phone.jpg']",80,print,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
55,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,29,"['dirty.jpg', 'dirt.jpg']",67,stain,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
56,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,31,"['line.jpg', 'list.jpg']",100,hat,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
57,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,32,"['steakhouse.jpg', 'toaster.jpg']",0,cook,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
58,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,27,"['green.jpg', 'olive.jpg', 'group.jpg']",50,multiple,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
59,3YMTUJH0DT20SKQGJ8LYWXOR13PT4Y,A3UJSDFJ9LBQ6Z,3EN4YVUOUCEVQZKR1N4X2I2OE5ZJX4,Submitted,2022-05-10 09:05:12+03:00,38,"['pet.jpg', 'limo.jpg', 'child.jpg']",50,eyes,"{'ages': 45, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
60,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,15,"['cat.jpg', 'nebula.jpg']",0,Awe,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
61,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,0,"['troll.jpg', 'costume.jpg', 'pigeon.jpg']",50,Party,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
62,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,3,"['air.jpg', 'water.jpg']",67,Refreshing,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
63,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,9,"['magician.jpg', 'button.jpg']",0,Magic,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
64,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,17,"['toothbrush.jpg', 'book.jpg', 'phone.jpg']",80,Creative,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
65,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,29,"['dirty.jpg', 'ink.jpg', 'dirt.jpg']",50,Work,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
66,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,31,"['line.jpg', 'march.jpg', 'list.jpg']",80,Together,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
67,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,32,"['toaster.jpg', 'waterfall.jpg', 'bible.jpg']",0,Wonder,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
68,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,27,"['green.jpg', 'olive.jpg', 'bush.jpg']",80,Goals,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
69,3EICBYG645I99L7Q0TDCDPD6V8KJCP,A68UG55LKRKMS,38LRF35D5LISOHO7TX1N24MVOQW3UK,Submitted,2022-05-09 14:51:48+03:00,38,"['pet.jpg', 'limo.jpg', 'typewriter.jpg']",50,Comfort,"{'ages': 61, 'gender': 'female', 'education': 'HighSchool', 'speaker': 'Native'}"
70,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,15,"['mustache.jpg', 'cat.jpg', 'diary.jpg']",50,cute,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
71,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,0,"['costume.jpg', 'pigeon.jpg']",0,alive,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
72,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,3,"['air.jpg', 'water.jpg', 'sink.jpg']",50,water,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
73,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,9,"['fat.jpg', 'button.jpg', 'laboratory.jpg']",50,illness,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
74,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,17,"['toothbrush.jpg', 'lobe.jpg']",67,learn,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
75,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,29,"['quarter.jpg', 'dirt.jpg']",67,dig,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
76,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,31,"['line.jpg', 'march.jpg', 'list.jpg']",80,attraction,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
77,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,32,"['church.jpg', 'toaster.jpg', 'bible.jpg']",50,wedding,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
78,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,27,"['garden.jpg', 'green.jpg', 'olive.jpg']",0,field,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
79,3M0BCWMB8WIC50FJTS0WRV1WFOKWBR,A16184N1RO5OJV,34KYK9TV2RUHCZ0GJLLT5M2JRLOBS3,Submitted,2022-05-10 02:48:55+03:00,38,"['shave.jpg', 'limo.jpg']",67,clean,"{'ages': 41, 'gender': 'female', 'education': 'Bachelor', 'speaker': 'NoneNative'}"
