,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,candidates,labels,user_predictions,jaccard
10,3OLQQLKKNTBO6JR4WKJ73DD9G9GEJA,A3BUWQ5C39GRQC,337F8MIIMZZXQRVVV4SMN2QUMZA04H,Submitted,2022-05-06 04:56:17+03:00,591,"['chimp.jpg', 'ring.jpg', 'money.jpg', 'bill.jpg', 'tag.jpg']","{'bill.jpg', 'money.jpg'}","{'bill.jpg', 'money.jpg'}",1.0
11,3J2UYBXQQMYDRYX34UQ39K6002O066,A3135Y3RMFC3PK,337F8MIIMZZXQRVVV4SMN2QUMZA04H,Submitted,2022-05-06 05:30:39+03:00,591,"['chimp.jpg', 'ring.jpg', 'money.jpg', 'bill.jpg', 'tag.jpg']","{'bill.jpg', 'money.jpg'}","{'bill.jpg', 'money.jpg'}",1.0
12,3CCZ6YKWR85Z4OL2Z7ZRAPTT7B3957,A302KOFOYLD89A,31ODACBENU14G52523IJ0BXIDJASQD,Submitted,2022-05-06 04:29:54+03:00,1236,"['suit.jpg', 'powder.jpg', 'jewelry.jpg', 'shirt.jpg', 'trail.jpg', 'sleeve.jpg']","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}",1.0
13,3KXIR214I5268LW30T12VAF1190427,A3BUWQ5C39GRQC,31ODACBENU14G52523IJ0BXIDJASQD,Submitted,2022-05-06 04:56:10+03:00,1236,"['suit.jpg', 'powder.jpg', 'jewelry.jpg', 'shirt.jpg', 'trail.jpg', 'sleeve.jpg']","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}",1.0
14,3B837J3LDPI6EQFZ5KCLUL3FRIWSRW,A2UAHW3Q7S45JP,31ODACBENU14G52523IJ0BXIDJASQD,Submitted,2022-05-06 09:08:16+03:00,1236,"['suit.jpg', 'powder.jpg', 'jewelry.jpg', 'shirt.jpg', 'trail.jpg', 'sleeve.jpg']","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}","{'shirt.jpg', 'suit.jpg', 'jewelry.jpg', 'sleeve.jpg'}",1.0
15,3Z4GS9HPNWWAD9BS83G4UDGJ3RA778,A302KOFOYLD89A,3MQY1YVHS36O70JIP66NE4PFTPB2B9,Submitted,2022-05-06 04:29:11+03:00,1213,"['food.jpg', 'breakfast.jpg', 'lip.jpg', 'twitter.jpg', 'pan.jpg', 'egg.jpg']","{'egg.jpg', 'food.jpg', 'pan.jpg', 'breakfast.jpg'}","{'egg.jpg', 'food.jpg', 'pan.jpg', 'breakfast.jpg'}",1.0
16,35K3O9HUACZ81H58DUSMOFLHN2ZEF7,A3BUWQ5C39GRQC,3MQY1YVHS36O70JIP66NE4PFTPB2B9,Submitted,2022-05-06 04:55:23+03:00,1213,"['food.jpg', 'breakfast.jpg', 'lip.jpg', 'twitter.jpg', 'pan.jpg', 'egg.jpg']","{'egg.jpg', 'food.jpg', 'pan.jpg', 'breakfast.jpg'}","{'egg.jpg', 'twitter.jpg', 'breakfast.jpg', 'pan.jpg'}",0.6
17,3A7Y0R2P2PAXCJILRP9ZR2YGWFRXJ2,A3135Y3RMFC3PK,3MQY1YVHS36O70JIP66NE4PFTPB2B9,Submitted,2022-05-06 05:02:51+03:00,1213,"['food.jpg', 'breakfast.jpg', 'lip.jpg', 'twitter.jpg', 'pan.jpg', 'egg.jpg']","{'egg.jpg', 'food.jpg', 'pan.jpg', 'breakfast.jpg'}","{'egg.jpg', 'food.jpg', 'pan.jpg', 'breakfast.jpg'}",1.0
18,31QTRG6Q2UZIYZBTRY0L7CR17KQPYZ,A3135Y3RMFC3PK,3MJ9GGZYO3SJOQEQJS6RJT59B7Q2AE,Submitted,2022-05-06 04:46:01+03:00,1184,"['strings.jpg', 'musician.jpg', 'music.jpg', 'edge.jpg', 'pizza.jpg', 'orchestra.jpg']","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}",1.0
19,3DR23U6WE60IKMN98EXB5J0IEB7TEU,A2ONILC0LZKG6Y,3MJ9GGZYO3SJOQEQJS6RJT59B7Q2AE,Submitted,2022-05-06 05:08:24+03:00,1184,"['strings.jpg', 'musician.jpg', 'music.jpg', 'edge.jpg', 'pizza.jpg', 'orchestra.jpg']","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}",1.0
20,3KWTYT0871PU5QMBO42HFYKO7605LI,A2UAHW3Q7S45JP,3MJ9GGZYO3SJOQEQJS6RJT59B7Q2AE,Submitted,2022-05-06 09:11:14+03:00,1184,"['strings.jpg', 'musician.jpg', 'music.jpg', 'edge.jpg', 'pizza.jpg', 'orchestra.jpg']","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}","{'orchestra.jpg', 'musician.jpg', 'strings.jpg', 'music.jpg'}",1.0
21,3YMTUJH0DT20SKQGJ8LYWXOR1MDT4O,A2ONILC0LZKG6Y,3S8A4GJRD3PRYF0PHP9Q5T0YCMSV6O,Submitted,2022-05-06 05:06:30+03:00,1396,"['male.jpg', 'barrier.jpg', 'pig.jpg', 'man.jpg', 'disc.jpg', 'salt.jpg']","{'male.jpg', 'man.jpg', 'pig.jpg'}","{'male.jpg', 'man.jpg', 'pig.jpg'}",1.0
22,3P4RDNWND6S0MOTQS39YOSB182NIJN,A302KOFOYLD89A,3S8A4GJRD3PRYF0PHP9Q5T0YCMSV6O,Submitted,2022-05-06 05:10:25+03:00,1396,"['male.jpg', 'barrier.jpg', 'pig.jpg', 'man.jpg', 'disc.jpg', 'salt.jpg']","{'male.jpg', 'man.jpg', 'pig.jpg'}","{'male.jpg', 'man.jpg', 'pig.jpg'}",1.0
23,3ZR9AIQJUCVZCBTPL6XOCMMM4CU403,A2UAHW3Q7S45JP,3S8A4GJRD3PRYF0PHP9Q5T0YCMSV6O,Submitted,2022-05-06 09:15:47+03:00,1396,"['male.jpg', 'barrier.jpg', 'pig.jpg', 'man.jpg', 'disc.jpg', 'salt.jpg']","{'male.jpg', 'man.jpg', 'pig.jpg'}","{'male.jpg', 'man.jpg', 'pig.jpg'}",1.0
24,34BBWHLWHBXMS8TPZ2SDDI59AYVWIV,A3BUWQ5C39GRQC,31J7RYECZLCTVONYXFV3NOBFDDAL1X,Submitted,2022-05-06 04:53:42+03:00,511,"['list.jpg', 'princess.jpg', 'bats.jpg', 'jet.jpg', 'woman.jpg']","{'princess.jpg', 'woman.jpg'}","{'princess.jpg', 'woman.jpg'}",1.0
25,3ZSY5X72NYXRGYN6Y3VCAGTEUSGORG,A3135Y3RMFC3PK,31J7RYECZLCTVONYXFV3NOBFDDAL1X,Submitted,2022-05-06 05:05:15+03:00,511,"['list.jpg', 'princess.jpg', 'bats.jpg', 'jet.jpg', 'woman.jpg']","{'princess.jpg', 'woman.jpg'}","{'princess.jpg', 'woman.jpg'}",1.0
26,3HYA4D452S5G61TSKAXLMECSQ0MF2L,A2UAHW3Q7S45JP,31J7RYECZLCTVONYXFV3NOBFDDAL1X,Submitted,2022-05-06 09:02:46+03:00,511,"['list.jpg', 'princess.jpg', 'bats.jpg', 'jet.jpg', 'woman.jpg']","{'princess.jpg', 'woman.jpg'}","{'princess.jpg', 'woman.jpg'}",1.0
27,34V1S5K3GTNVNSLG4Q9W2V7T36E96N,A302KOFOYLD89A,3EN4YVUOUCEVQZKR1N4X2I2OE3KXJZ,Submitted,2022-05-06 04:30:16+03:00,391,"['forest.jpg', 'water.jpg', 'slide.jpg', 'ball.jpg', 'rain.jpg']","{'rain.jpg', 'ball.jpg', 'water.jpg'}","{'rain.jpg', 'slide.jpg', 'water.jpg'}",0.5
28,3UXUOQ9OKFJSWB9QF6SO44I94ZH7A0,A3135Y3RMFC3PK,3EN4YVUOUCEVQZKR1N4X2I2OE3KXJZ,Submitted,2022-05-06 04:43:55+03:00,391,"['forest.jpg', 'water.jpg', 'slide.jpg', 'ball.jpg', 'rain.jpg']","{'rain.jpg', 'ball.jpg', 'water.jpg'}","{'rain.jpg', 'slide.jpg', 'water.jpg'}",0.5
29,3LUY3GC630MZJFFS4PALUZ743LIP7Z,A2ONILC0LZKG6Y,3EN4YVUOUCEVQZKR1N4X2I2OE3KXJZ,Submitted,2022-05-06 05:00:10+03:00,391,"['forest.jpg', 'water.jpg', 'slide.jpg', 'ball.jpg', 'rain.jpg']","{'rain.jpg', 'ball.jpg', 'water.jpg'}","{'rain.jpg', 'ball.jpg', 'water.jpg'}",1.0
30,3W2LOLRXLC18Q72R0B3J3ZC5AN6KRS,A2BK45LZGGWPLX,38O9DZ0A629I1O2NTFPF3O3NFO026O,Submitted,2022-05-06 05:01:04+03:00,162,"['nail.jpg', 'thumb.jpg', 'clap.jpg', 'pin.jpg', 'pulp.jpg']","{'nail.jpg', 'thumb.jpg', 'pin.jpg'}","{'nail.jpg', 'thumb.jpg', 'pin.jpg'}",1.0
31,3MAOD8E57RWTV9966N1RK9FX5ZWNXW,A302KOFOYLD89A,38O9DZ0A629I1O2NTFPF3O3NFO026O,Submitted,2022-05-06 05:05:57+03:00,162,"['nail.jpg', 'thumb.jpg', 'clap.jpg', 'pin.jpg', 'pulp.jpg']","{'nail.jpg', 'thumb.jpg', 'pin.jpg'}","{'pulp.jpg', 'thumb.jpg', 'pin.jpg'}",0.5
32,3TUI152ZZC968515FM81TU615WHQ19,A2UAHW3Q7S45JP,38O9DZ0A629I1O2NTFPF3O3NFO026O,Submitted,2022-05-06 09:09:35+03:00,162,"['nail.jpg', 'thumb.jpg', 'clap.jpg', 'pin.jpg', 'pulp.jpg']","{'nail.jpg', 'thumb.jpg', 'pin.jpg'}","{'nail.jpg', 'thumb.jpg', 'pin.jpg'}",1.0
33,3IGI0VL6486610VE5WEV1WO4TVRNOR,A2ONILC0LZKG6Y,30P8I9JKOI7VFB0BC6ZLDNMYGRHV58,Submitted,2022-05-06 05:00:50+03:00,1116,"['night.jpg', 'wing.jpg', 'sleep.jpg', 'dark.jpg', 'island.jpg', 'moon.jpg']","{'sleep.jpg', 'night.jpg', 'dark.jpg', 'moon.jpg'}","{'sleep.jpg', 'night.jpg', 'wing.jpg', 'moon.jpg'}",0.6
34,378XPAWRUDZPLVQMYXWLVT8IIFVIA9,A3135Y3RMFC3PK,30P8I9JKOI7VFB0BC6ZLDNMYGRHV58,Submitted,2022-05-06 05:33:15+03:00,1116,"['night.jpg', 'wing.jpg', 'sleep.jpg', 'dark.jpg', 'island.jpg', 'moon.jpg']","{'sleep.jpg', 'night.jpg', 'dark.jpg', 'moon.jpg'}","{'sleep.jpg', 'night.jpg', 'dark.jpg', 'moon.jpg'}",1.0
35,3VAR3R6G1QNLYT8AZUPCJZY94168O4,A2UAHW3Q7S45JP,30P8I9JKOI7VFB0BC6ZLDNMYGRHV58,Submitted,2022-05-06 09:12:30+03:00,1116,"['night.jpg', 'wing.jpg', 'sleep.jpg', 'dark.jpg', 'island.jpg', 'moon.jpg']","{'sleep.jpg', 'night.jpg', 'dark.jpg', 'moon.jpg'}","{'sleep.jpg', 'night.jpg', 'dark.jpg', 'moon.jpg'}",1.0
36,3HWRJOOET6OH5MAUJESLVE4WCSTESQ,A3135Y3RMFC3PK,32XN26MTXZ5TOZ2G1WR39JS58L4L0U,Submitted,2022-05-06 04:57:11+03:00,359,"['paper.jpg', 'spam.jpg', 'bed.jpg', 'music.jpg', 'cradle.jpg']","{'paper.jpg', 'music.jpg', 'bed.jpg'}","{'paper.jpg', 'music.jpg', 'bed.jpg'}",1.0
37,3MB8LZR5BGFXN97EVR6NHN364VHKL2,A2ONILC0LZKG6Y,32XN26MTXZ5TOZ2G1WR39JS58L4L0U,Submitted,2022-05-06 04:59:48+03:00,359,"['paper.jpg', 'spam.jpg', 'bed.jpg', 'music.jpg', 'cradle.jpg']","{'paper.jpg', 'music.jpg', 'bed.jpg'}","{'paper.jpg', 'music.jpg', 'bed.jpg'}",1.0
38,3II4UPYCOKT000HHVFSWUW7AUS7DQ7,A302KOFOYLD89A,32XN26MTXZ5TOZ2G1WR39JS58L4L0U,Submitted,2022-05-06 05:06:05+03:00,359,"['paper.jpg', 'spam.jpg', 'bed.jpg', 'music.jpg', 'cradle.jpg']","{'paper.jpg', 'music.jpg', 'bed.jpg'}","{'paper.jpg', 'music.jpg', 'bed.jpg'}",1.0
39,3A4TN5196L4DIFC0CTAR1CXRI5XCH8,A1OZPLHNIU1519,38XPGNCKHTMDJSWBY1GB8VGKGVMV43,Submitted,2022-05-06 04:27:46+03:00,558,"['pottery.jpg', 'restaurant.jpg', 'pea.jpg', 'bullet.jpg', 'square.jpg']","{'pea.jpg', 'bullet.jpg'}","{'pea.jpg', 'bullet.jpg'}",1.0
40,3GDTJDAPVVXXYQNYMEAZRV9490CM8M,A3BUWQ5C39GRQC,38XPGNCKHTMDJSWBY1GB8VGKGVMV43,Submitted,2022-05-06 04:54:27+03:00,558,"['pottery.jpg', 'restaurant.jpg', 'pea.jpg', 'bullet.jpg', 'square.jpg']","{'pea.jpg', 'bullet.jpg'}","{'pea.jpg', 'bullet.jpg'}",1.0
41,36U2A8VAG2LHN8EDE6VDBV52DALKYU,A3135Y3RMFC3PK,38XPGNCKHTMDJSWBY1GB8VGKGVMV43,Submitted,2022-05-06 05:01:24+03:00,558,"['pottery.jpg', 'restaurant.jpg', 'pea.jpg', 'bullet.jpg', 'square.jpg']","{'pea.jpg', 'bullet.jpg'}","{'pea.jpg', 'bullet.jpg'}",1.0
42,3ZWFC4W1UVTXALADZ0CMNMK02RORFW,A3BUWQ5C39GRQC,3A9LA2FRWS0ZZTP1DN1CQ5M91BGXHU,Submitted,2022-05-06 04:52:28+03:00,615,"['gold.jpg', 'ice cream.jpg', 'rice.jpg', 'wave.jpg', 'money.jpg']","{'gold.jpg', 'money.jpg'}","{'gold.jpg', 'money.jpg'}",1.0
43,3RWE2M8QWIWLYJ3V3BCKBVSMVSBN01,A2ONILC0LZKG6Y,3A9LA2FRWS0ZZTP1DN1CQ5M91BGXHU,Submitted,2022-05-06 04:59:39+03:00,615,"['gold.jpg', 'ice cream.jpg', 'rice.jpg', 'wave.jpg', 'money.jpg']","{'gold.jpg', 'money.jpg'}","{'gold.jpg', 'money.jpg'}",1.0
44,3TXWC2NHN0C0AQJDB3CZ303LLVDS9U,A302KOFOYLD89A,3A9LA2FRWS0ZZTP1DN1CQ5M91BGXHU,Submitted,2022-05-06 05:05:06+03:00,615,"['gold.jpg', 'ice cream.jpg', 'rice.jpg', 'wave.jpg', 'money.jpg']","{'gold.jpg', 'money.jpg'}","{'gold.jpg', 'money.jpg'}",1.0
45,351SEKWQS139FLJP3MLFDNN5KR9MDS,A2BK45LZGGWPLX,3G57RS03HHRMIK29OWFABIPNJTP258,Submitted,2022-05-06 04:47:07+03:00,1174,"['wax.jpg', 'nail.jpg', 'wood.jpg', 'shoe.jpg', 'cradle.jpg', 'list.jpg']","{'wood.jpg', 'shoe.jpg', 'nail.jpg', 'wax.jpg'}","{'wood.jpg', 'list.jpg', 'nail.jpg', 'wax.jpg'}",0.6
46,3QILPRALQ6H3G88YYFPZ4AY4EQON8P,A3135Y3RMFC3PK,3G57RS03HHRMIK29OWFABIPNJTP258,Submitted,2022-05-06 05:19:24+03:00,1174,"['wax.jpg', 'nail.jpg', 'wood.jpg', 'shoe.jpg', 'cradle.jpg', 'list.jpg']","{'wood.jpg', 'shoe.jpg', 'nail.jpg', 'wax.jpg'}","{'wood.jpg', 'shoe.jpg', 'nail.jpg', 'wax.jpg'}",1.0
47,3QUO65DNQVAJWQFN2XQHFRGY1SXOUZ,A2UAHW3Q7S45JP,3G57RS03HHRMIK29OWFABIPNJTP258,Submitted,2022-05-06 09:04:28+03:00,1174,"['wax.jpg', 'nail.jpg', 'wood.jpg', 'shoe.jpg', 'cradle.jpg', 'list.jpg']","{'wood.jpg', 'shoe.jpg', 'nail.jpg', 'wax.jpg'}","{'wood.jpg', 'shoe.jpg', 'nail.jpg', 'wax.jpg'}",1.0
48,3JW0YLFXRU24T3DUOJWSE9EHP9TWW2,A3BUWQ5C39GRQC,334ZEL5JX611VTPPNQQFB62IYISSO5,Submitted,2022-05-06 04:56:29+03:00,1404,"['ship.jpg', 'puffy.jpg', 'crocodile.jpg', 'eyes.jpg', 'ocean.jpg', 'boat.jpg']","{'ship.jpg', 'ocean.jpg', 'boat.jpg'}","{'ship.jpg', 'ocean.jpg', 'boat.jpg'}",1.0
49,38F5OAUN5OY76YH4LC2GLQ5DHU8H7M,A3135Y3RMFC3PK,334ZEL5JX611VTPPNQQFB62IYISSO5,Submitted,2022-05-06 04:56:45+03:00,1404,"['ship.jpg', 'puffy.jpg', 'crocodile.jpg', 'eyes.jpg', 'ocean.jpg', 'boat.jpg']","{'ship.jpg', 'ocean.jpg', 'boat.jpg'}","{'ship.jpg', 'ocean.jpg', 'boat.jpg'}",1.0
50,32VNZTT0A8QNC5DOFJG3WIN9D1GR49,A2ONILC0LZKG6Y,334ZEL5JX611VTPPNQQFB62IYISSO5,Submitted,2022-05-06 05:11:01+03:00,1404,"['ship.jpg', 'puffy.jpg', 'crocodile.jpg', 'eyes.jpg', 'ocean.jpg', 'boat.jpg']","{'ship.jpg', 'ocean.jpg', 'boat.jpg'}","{'ship.jpg', 'puffy.jpg', 'boat.jpg'}",0.5
51,32VNZTT0A8QNC5DOFJG3WIN9D1G4RM,A3135Y3RMFC3PK,3ODOP6T3AS64M1Y9ARW06QJ9JXU243,Submitted,2022-05-06 04:57:49+03:00,1153,"['ashes.jpg', 'body.jpg', 'leftovers.jpg', 'glue.jpg', 'mail.jpg', 'dead.jpg']","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}",1.0
52,3X1FV8S5JYDVHSNPJ4NE649FODFVG8,A1OZPLHNIU1519,3ODOP6T3AS64M1Y9ARW06QJ9JXU243,Submitted,2022-05-06 09:12:04+03:00,1153,"['ashes.jpg', 'body.jpg', 'leftovers.jpg', 'glue.jpg', 'mail.jpg', 'dead.jpg']","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}",1.0
53,33L7PJKHCHK1BLDIVBBBD94W39N8TQ,A2UAHW3Q7S45JP,3ODOP6T3AS64M1Y9ARW06QJ9JXU243,Submitted,2022-05-06 09:13:36+03:00,1153,"['ashes.jpg', 'body.jpg', 'leftovers.jpg', 'glue.jpg', 'mail.jpg', 'dead.jpg']","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}","{'dead.jpg', 'ashes.jpg', 'body.jpg', 'leftovers.jpg'}",1.0
54,3PH3VY7DJMJ8NYIZZ6GZDD8Z6BVWZQ,A302KOFOYLD89A,3YCT0L9OMMVJD8PDMBQ2WH2D88NSNQ,Submitted,2022-05-06 04:28:17+03:00,91,"['two.jpg', 'yelling.jpg', 'bus.jpg', 'train.jpg', 'car.jpg']","{'car.jpg', 'train.jpg', 'bus.jpg'}","{'car.jpg', 'train.jpg', 'bus.jpg'}",1.0
55,3SBEHTYCWOPQHDOPE3A1YFQPL6VYIW,A3BUWQ5C39GRQC,3YCT0L9OMMVJD8PDMBQ2WH2D88NSNQ,Submitted,2022-05-06 04:51:40+03:00,91,"['two.jpg', 'yelling.jpg', 'bus.jpg', 'train.jpg', 'car.jpg']","{'car.jpg', 'train.jpg', 'bus.jpg'}","{'car.jpg', 'train.jpg', 'bus.jpg'}",1.0
56,3A4TN5196L4DIFC0CTAR1CXRI6DHCV,A2UAHW3Q7S45JP,3YCT0L9OMMVJD8PDMBQ2WH2D88NSNQ,Submitted,2022-05-06 09:18:16+03:00,91,"['two.jpg', 'yelling.jpg', 'bus.jpg', 'train.jpg', 'car.jpg']","{'car.jpg', 'train.jpg', 'bus.jpg'}","{'car.jpg', 'train.jpg', 'bus.jpg'}",1.0
57,3OHYZ19UGDRZHH1PWS9QFQ44UOSAOU,A2ONILC0LZKG6Y,3ZLW647WALHJ45F5ADRHWLR35XY23I,Submitted,2022-05-06 05:01:35+03:00,363,"['coke.jpg', 'urn.jpg', 'marshmallow.jpg', 'food.jpg', 'fat.jpg']","{'fat.jpg', 'coke.jpg', 'food.jpg'}","{'fat.jpg', 'coke.jpg', 'food.jpg'}",1.0
58,39GXDJN2OU0GODH706BQERSH0TPV8D,A3135Y3RMFC3PK,3ZLW647WALHJ45F5ADRHWLR35XY23I,Submitted,2022-05-06 05:04:41+03:00,363,"['coke.jpg', 'urn.jpg', 'marshmallow.jpg', 'food.jpg', 'fat.jpg']","{'fat.jpg', 'coke.jpg', 'food.jpg'}","{'marshmallow.jpg', 'fat.jpg', 'food.jpg'}",0.5
59,3KV0LJBBH373GV2ULNGZIC49ZTEMRE,A2UAHW3Q7S45JP,3ZLW647WALHJ45F5ADRHWLR35XY23I,Submitted,2022-05-06 09:03:10+03:00,363,"['coke.jpg', 'urn.jpg', 'marshmallow.jpg', 'food.jpg', 'fat.jpg']","{'fat.jpg', 'coke.jpg', 'food.jpg'}","{'fat.jpg', 'coke.jpg', 'food.jpg'}",1.0
60,3B3WTRP3DCO75R2FHOXTCIQHN1C29Z,A302KOFOYLD89A,3B0MCRZMBRGM31LYA9Z0512XL3HPP3,Submitted,2022-05-06 04:30:32+03:00,1164,"['shelter.jpg', 'hose.jpg', 'lipstick.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg']","{'hose.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg'}","{'hose.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg'}",1.0
61,3MMN5BL1W0QBXTHSAXF30E1TTEK3MB,A2BK45LZGGWPLX,3B0MCRZMBRGM31LYA9Z0512XL3HPP3,Submitted,2022-05-06 04:41:01+03:00,1164,"['shelter.jpg', 'hose.jpg', 'lipstick.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg']","{'hose.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg'}","{'hose.jpg', 'fire.jpg', 'red.jpg', 'shelter.jpg'}",0.6
62,37U1UTWH9W8OV60QRM6GDU3EFNBR8F,A3BUWQ5C39GRQC,3B0MCRZMBRGM31LYA9Z0512XL3HPP3,Submitted,2022-05-06 04:52:19+03:00,1164,"['shelter.jpg', 'hose.jpg', 'lipstick.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg']","{'hose.jpg', 'fire.jpg', 'red.jpg', 'truck.jpg'}","{'hose.jpg', 'fire.jpg', 'red.jpg', 'shelter.jpg'}",0.6
63,337RC3OW06OB3K1QUVKUJWENKTNLVO,A3BUWQ5C39GRQC,3O71U79SRBBDVQ4DAAB2J2DD3IDSMQ,Submitted,2022-05-06 04:52:51+03:00,1748,"['alcohol.jpg', 'sky.jpg', 'visitor.jpg', 'walnut.jpg', 'ink.jpg', 'fly.jpg']","{'sky.jpg', 'fly.jpg'}","{'sky.jpg', 'fly.jpg'}",1.0
64,3GS6S824SRJE694GWI55IQ1QWXQNW3,A302KOFOYLD89A,3O71U79SRBBDVQ4DAAB2J2DD3IDSMQ,Submitted,2022-05-06 05:05:17+03:00,1748,"['alcohol.jpg', 'sky.jpg', 'visitor.jpg', 'walnut.jpg', 'ink.jpg', 'fly.jpg']","{'sky.jpg', 'fly.jpg'}","{'sky.jpg', 'fly.jpg'}",1.0
